,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
1015,CLNN,,0,-0.8,-0.43,0.08,12.23,0.05
1016,CLPT,,,,,,,
1017,CLRB,1.65,0,-0.5,0.64,0.34,2.41,0.02
1018,CLSD,1.78,0,-0.39,0.33,0.42,2.46,0.03
1019,CLSK,3.54,-0.97,1.97,8.12,0.3,2.81,0.14
1020,CLXT,1.89,-1.06,-0.87,0.59,0.21,3.18,0.04
1021,CMAX,,-0.04,-0.08,5.71,0.69,3.2,
1022,CMBM,0.57,0.14,1.49,3.78,0.88,3.31,0.07
1023,CMCO,1.22,0.01,3.83,25.54,1.01,4.16,0.02
1024,CMCSA,1.05,0.11,3.73,20.68,0.85,3.8,0.02
1025,CMLS,,,,,,,
1026,CMMB,,0,-0.72,5.97,0.36,0.24,
1027,CMPR,1.56,-0.03,3.54,-17.26,0.91,7.72,0.05
1028,CMPS,,0,-2.02,7.85,0.19,2.59,
1029,CMRX,1.64,0,-0.25,1.38,0.57,2.97,0.04
1030,CMTL,1.82,-0.13,1.13,19.08,0.78,4.96,0.03
1031,CNCE,,,,,,,
1032,CNOB,1.32,0.45,2.88,24.31,0.64,3.33,0.01
1033,CNSP,,0,-0.74,0.45,0.05,3.04,0.03
1034,CNTA,,0,-2.89,6.51,0.55,8.71,
1035,CNTB,,,,,,,
1036,CNTG,,,,,,,
1037,CNTY,,,,,,,
1038,CNXC,,0.06,10.69,49.96,0.84,5,0.01
1039,COCP,0.78,0,-0.15,0.87,0.27,1.19,0.01
1040,COGT,,0,-1.66,3.2,1.02,17.7,0.06
1041,COHU,1.8,0.16,2.99,17.5,0.9,4.14,0.03
1042,COIN,,0.53,6.34,22.03,0.31,1.46,
1043,COLL,,,,,,,
1044,COLM,,0.1,5.44,28.55,0.48,2.64,0.02
1045,COMM,1.83,-0.04,2.07,0.34,0.93,2.07,0.04
1046,CONE,0.42,0.01,0.23,21.42,1.1,4.98,0.07
1047,COST,0.64,0.03,13.28,39.75,0.69,2.4,0.01
1048,COWN,,,,,,,
1049,CPLP,1.0,0.41,2.76,24.72,0.16,0.39,0.0
1050,CPRT,1.03,0.35,4.46,14.89,0.84,1.89,0.01
1051,CPRX,1.35,0.59,0.56,1.83,0.67,4.33,0.05
1052,CPSS,,,,,,,
1053,CRBU,,0,-1.61,-3.31,0.21,1.7,0.02
1054,CRDF,1.75,0,-0.92,3.51,0.72,4.95,0.07
1055,CRIS,2.99,0,-0.56,1.23,0.91,9.54,0.1
1056,CRKN,,0,0.3,0.92,0.1,2.02,0.02
1057,CRMD,2.53,0,-0.83,2.02,0.3,6.55,0.05
1058,CRNC,2.61,0.12,2.74,27.01,1.01,13.25,0.16
1059,CRNT,1.77,-0.03,0.13,1.75,0.16,5.17,0.03
1060,CRNX,1.32,0,-3,5.35,0.95,7,0.05
1061,CROX,1.8,0.35,9.18,5.74,1.0,3.03,0.15
1062,CRSP,2.25,0.5,-6.93,34.23,0.55,3.07,0.09
1063,CRSR,,0.08,1.72,5.65,0.72,8.47,0.42
1064,CRTO,1.07,0.04,2.69,18.54,0.88,10.69,
1065,CRUS,0.87,0.15,5.53,24.45,0.88,2.43,0.02
1066,CRVS,1.04,0,-0.9,2.27,0.59,0.08,0.06
1067,CRWD,1.33,-0.16,0.78,3.96,0.72,4.04,0.06
1068,CSBR,,,,,,,
1069,CSCO,0.92,0.21,3.67,9.79,0.75,2.18,0.01
1070,CSGP,0.86,0.13,1.36,14.19,0.97,3.14,0.01
1071,CSIQ,1.4,0.01,3.18,27.39,0.51,4.87,0.12
1072,CSSE,,,,,,,
1073,CSTL,,,,,,,
1074,CSTR,,,,,,,
1075,CSWC,1.25,0.8,1.94,16.58,0.28,1.41,0.01
1076,CSWI,,,,,,,
1077,CSX,1.17,0.3,1.78,5.93,0.76,2.18,0.01
1078,CTAS,1.46,0.16,11.91,32.03,0.66,2.49,0.01
1079,CTHR,0.17,0.33,0.17,1.86,0.3,0.71,0.01
1080,CTIC,0.76,0,-0.54,0.66,0.59,8.14,0.07
1081,CTLP,2.05,-0.05,-0.02,2.12,0.74,5.2,0.03
1082,CTMX,0.71,-0.97,-1.54,2.01,0.9,9.44,0.07
1083,CTRE,1.11,0.46,1.01,9.65,0.91,4.42,0.05
1084,CTRN,1.85,0.07,6.56,15.93,1.02,8.95,0.22
1085,CTSH,1.12,0.1,4.46,21.34,0.93,2.67,0.01
1086,CTSO,0.41,-0.23,-0.24,1.72,0.44,5.16,0.04
1087,CTXR,1.54,0,-0.15,0.94,0.22,6.86,0.11
1088,CUE,,,,,,,
1089,CURI,,-1.09,-0.43,3.21,0.22,14.23,0.23
1090,CUTR,,,,,,,
1091,CVCY,,,,,,,
1092,CVET,2.07,-0.02,1.09,10.94,0.97,4.83,0.04
1093,CVGI,,,,,,,
1094,CVLG,1.63,0.02,3.75,18.67,0.59,1.66,0.02
1095,CVLT,0.7,0.03,2.72,6.55,0.96,3.66,0.02
1096,CVRX,,0,-1.61,-870.58,0.78,6.28,0.11
1097,CWBR,2.83,0,-0.31,0.2,0.1,4.47,0.05
1098,CWST,,,,,,,
1099,CXDO,,,,,,,
1100,CYAD,,,,,,,
1101,CYBR,1.28,-0.09,0.13,18.07,0.94,7.87,0.07
1102,CYCC,,,,,,,
1103,CYRX,0.85,-0.19,-0.27,13.98,0.93,12.06,0.07
1104,CYT,,0,-1.95,5.68,0.57,13.48,0.11
1105,CYTH,,,,,,,
1106,CYTK,1.31,-2.69,-3.21,0.23,0.94,12.13,0.15
1107,CZNC,,,,,,,
1108,CZR,3.06,-0.26,1.37,24.1,0.95,3.52,0.06
1109,DADA,,-0.36,-0.33,24.25,0.23,2.7,
1110,DARE,1.5,0,-0.71,0.14,0.05,0.72,0.02
1111,DAWN,,,,,,,
1112,DBTX,,,,,,,
1113,DBX,0.92,-0.09,1.56,-0.24,0.87,6.91,0.07
1114,DCBO,1.5,-0.22,,5.92,0.41,0.88,
1115,DCOM,,,,,,,
1116,DCPH,1.41,0,-4,7.7,0.77,6.87,0.06
1117,DCT,,-0.07,0.11,5.54,0.74,2.82,0.04
1118,DCTH,,,,,,,
1119,DDOG,1.01,-0.07,0.4,2.95,0.78,5.75,0.06
1120,DENN,1.76,0.09,0.77,-1.55,0.86,8.1,0.07
1121,DGII,,,,,,,
1122,DIBS,,-0.1,-0.55,4.49,0.95,4.79,0.07
1123,DIOD,,,,,,,
1124,DKNG,,-1.21,-2.05,5.48,0.62,2.55,0.1
1125,DLHC,,,,,,,
1126,DLPN,1.97,-0.18,0.31,2.9,0.17,0.24,0.02
1127,DLTH,,,,,,,
1128,DMAC,2.44,0,-1.18,1.08,0.2,0.21,0.0
1129,DMTK,0.91,0,-2.73,9.03,0.74,13.63,0.19
1130,DNAY,,,,,,,
1131,DNLI,1.86,0.16,-2.27,8.83,0.76,11.04,0.08
1132,DNUT,,-0.05,0.51,4.45,0.11,4.18,0.05
1133,DOCU,0.91,-0.09,2.2,1.08,0.77,2.97,0.03
1134,DOMO,,,,,,,
1135,DOOO,,,,,,,
1136,DOX,,,,,,,
1137,DRIO,1.29,0,-3.31,7.23,0.44,5.64,0.06
1138,DRNA,,,,,,,
1139,DRRX,1.24,-2.84,-0.18,0.32,0.53,14.18,0.04
1140,DRVN,,0.03,0.97,10.29,0.97,5.8,0.04
1141,DSEY,,,,,,,
1142,DSGN,,0,-0.96,7.29,0.6,27.37,0.06
1143,DSKE,2.19,0.04,0.91,2.69,0.38,4.09,0.05
1144,DTIL,1.72,-0.46,-2.42,1.7,0.56,5.08,0.04
1145,DVAX,1.32,-0.03,1.19,0.73,0.77,4.3,0.22
1146,DXCM,,0.23,3.53,22.04,1.0,6.75,0.04
1147,DXLG,1.52,0.05,0.76,0.54,0.29,1.35,0.02
1148,DXPE,,,,,,,
1149,DYN,,0,-3.01,8.83,1.04,6.23,0.06
1150,DYNT,,,,,,,
1151,DZSI,,,,,,,
1152,EA,0.89,0.12,7.42,27.08,0.94,1.18,0.02
1153,EAR,,-0.64,-1.25,4.49,0.92,0.36,0.07
1154,EBC,,,,,,,
1155,EBMT,,,,,,,
1156,ECOR,1.17,0,-0.25,0.49,0.28,0.47,0.01
1157,ECPG,,,,,,,
1158,EDAP,1.65,0.0,0.19,1.5,0.33,2.87,
1159,EDRY,,,,,,,
1160,EDSA,1.23,0,-1.33,1.19,0.16,0.07,0.08
1161,EEFT,1.6,0.05,7.62,27.7,0.98,4.82,0.02
1162,EFOI,,,,,,,
1163,EFSC,,,,,,,
1164,EFTR,,0,,-9.52,0.92,0.03,
1165,EGLE,1.6,0.02,11.89,41.27,0.71,5.97,0.17
1166,EGLX,1.53,-0.33,,1.89,0.15,1.48,
1167,EIGR,1.37,0,-1.81,3.21,0.7,3.93,0.03
1168,EKSO,,,,,,,
1169,ELDN,,,,,,,
1170,ELEV,,,,,,,
1171,ELMS,,0,-0.5,2.37,0.18,2.94,
1172,ELOX,,,,,,,
1173,ELYM,,,,,,,
1174,ELYS,3.79,-0.23,-0.05,1.08,0.02,1.62,0.04
1175,EM,,-0.03,0.39,150.22,0.09,0.88,
1176,EMKR,1.28,0.14,0.78,3.56,0.79,3.11,0.03
1177,ENLV,0.62,0,-1.54,4.93,0.13,4.4,0.02
1178,ENPH,1.18,0.13,2.93,4.8,0.73,2.42,0.04
1179,ENSG,,0.07,3.95,17.72,0.91,8.67,0.06
1180,ENTX,1.66,0,-0.58,0.9,0.21,2.71,0.01
1181,ENVB,,0,-0.66,0.88,0.06,0.78,0.09
1182,ENVX,,0,-0.47,-1.84,0.42,2.95,
1183,EOLS,2.4,-1.72,-0.21,1.95,0.32,4.05,0.06
1184,EOSE,,,,,,,
1185,EPIX,,,,,,,
1186,EPZM,1.18,0,-1.8,0.31,0.98,12.85,0.13
1187,EQ,,,,,,,
1188,EQBK,0.75,0.31,2.87,29.08,0.57,2.05,0.01
1189,EQIX,0.33,0.05,7.85,118.62,0.98,2.16,0.02
1190,EQOS,,0,,1.59,0.12,2.02,0.03
1191,ERAS,,0,-1.89,-6.16,0.38,6.99,0.04
1192,ERYP,1.92,0,-2.8,1.32,0.08,1.45,
1193,ESCA,,,,,,,
1194,ESEA,0.78,0.22,9.96,6.29,0.07,0.33,0.03
1195,ESQ,,,,,,,
1196,ESTA,,,,,,,
1197,ETNB,,,,,,,
1198,ETON,1.22,-0.75,0.27,0.84,0.29,2.87,0.02
1199,ETSY,1.61,0.22,3.54,4.2,0.91,5.59,0.09
1200,ETTX,1.72,0,-1.16,1.12,0.11,1.02,0.01
1201,EVAX,,0,-1.9,1.14,0.02,0.19,
1202,EVBG,,,,,,,
1203,EVCM,,-0.16,0.3,-9.77,0.36,3.88,0.07
1204,EVER,1.29,-0.03,-0.22,2.81,0.75,4.34,0.05
1205,EVFM,-0.39,0,-0.72,0.06,0.3,11.71,0.2
1206,EVGN,0.78,0,-0.67,1.64,0.19,3.39,0.02
1207,EVGO,,0,-0.29,1.93,0.32,3.07,
1208,EVLO,1.49,0,-2.02,1.16,0.9,9.07,0.23
1209,EVLV,,0,-0.31,-3.35,0.41,3.48,
1210,EWBC,,,,,,,
1211,EWCZ,,,,,,,
1212,EWTX,,0,-1.18,6.02,1.04,22.45,0.08
1213,EXAS,1.31,-0.5,-2.76,20.71,0.9,8.66,0.07
1214,EXC,0.43,0.03,3.32,32.87,0.82,2.08,0.01
1215,EXEL,1.0,0.08,0.85,6.49,0.87,6.39,0.04
1216,EXPI,3.02,0.02,0.78,1.17,0.22,3.75,0.06
1217,EYEG,0.92,0,-0.9,1.47,0.25,0.39,0.11
1218,EYEN,2.18,0,-0.91,0.35,0.1,0.76,0.01
1219,EYPT,1.29,-1.06,-1.58,3.72,0.75,11.91,0.07
1220,FA,,-0.04,0.78,7.2,0.94,1.22,0.01
1221,FANG,2.57,-0.32,15.89,60.35,0.89,1.78,0.03
1222,FARM,,,,,,,
1223,FAT,,,,,,,
1224,FATE,1.73,0,-2.64,7.98,1.04,11.62,0.16
1225,FB,1.32,0.36,14.57,47.75,0.81,1.1,0.01
1226,FBIO,2.4,-0.63,0.1,1.11,0.3,0.92,0.01
1227,FBIZ,,,,,,,
1228,FBMS,,,,,,,
1229,FBNC,,,,,,,
1230,FCBC,,,,,,,
1231,FCCY,,,,,,,
1232,FCNCA,,,,,,,
1233,FDMT,,-2.27,-3.68,8.95,0.67,7.42,0.09
1234,FDUS,,,,,,,
1235,FEMY,,,,,,,
1236,FENC,,,,,,,
1237,FFIE,,0,,-9.85,0.03,7.04,
1238,FFIV,,0.13,13.11,38.91,0.99,9.12,0.06
1239,FFNW,,,,,,,
1240,FFWM,,,,,,,
1241,FHTX,,,,,,,
1242,FISI,,,,,,,
1243,FISV,0.9,0.08,6.51,47.18,0.92,3.18,0.02
1244,FITB,1.49,0.33,3.31,29.59,0.84,1.54,0.01
1245,FIVE,1.32,0.1,5.61,17.89,1.0,2.75,0.04
1246,FIXX,-0.45,-2.71,-2.4,3.93,0.7,4.15,0.05
1247,FLEX,1.57,0.04,1.67,7.22,0.99,2.88,0.02
1248,FLGC,,0,0.03,0.58,0.03,0.25,0.02
1249,FLMN,1.79,0.05,0.37,2.88,0.61,0.94,0.02
1250,FLUX,0.85,-0.49,-0.51,0.95,0.31,11.34,0.07
1251,FLWS,1.7,0.06,2.05,7.83,0.87,11.41,0.19
1252,FLXN,1.31,-0.93,-0.98,-1.12,0.92,2.44,0.07
1253,FLYW,,-0.16,-0.23,4.54,0.93,4.87,0.04
1254,FMBH,,,,,,,
1255,FMNB,,,,,,,
1256,FMTX,,,,,,,
1257,FNCH,,0,-2.27,4.81,0.12,6.92,0.01
1258,FNKO,2.39,0.05,1.34,7.29,0.89,7.41,0.19
1259,FOCS,,,,,,,
1260,FORM,1.42,0.11,1.77,9.94,0.93,3.83,0.02
1261,FOX,1.15,0.17,2.35,19.3,0.56,2.1,0.01
1262,FOXA,,,,,,,
1263,FPAY,,,,,,,
1264,FRBA,,,,,,,
1265,FREE,,,,,,,
1266,FRG,,,,,,,
1267,FRGI,,,,,,,
1268,FRLN,,,,,,,
1269,FRME,,,,,,,
1270,FRPT,0.63,-0.05,0.61,16.6,0.98,4.45,0.04
1271,FRST,,,,,,,
1272,FSBC,,0.51,2.03,13.26,0.34,2.35,0.01
1273,FSFG,,,,,,,
1274,FSTR,,,,,,,
1275,FSTX,,0,-2.63,4.81,0.65,1.7,0.01
1276,FTCI,,-0.35,0.38,2.14,0.28,2.26,0.05
1277,FTDR,,0.08,2.1,0.72,1.06,6.14,0.03
1278,FTHM,,,,,,,
1279,FTRP,,0,-0.66,1.78,0.03,0.66,
1280,FULC,,,,,,,
1281,FUSN,,0,-2.48,6.18,0.79,2.52,0.0
1282,FUTU,1.27,0.47,3.9,138.41,0.4,1.16,
1283,FVCB,,,,,,,
1284,FVE,,,,,,,
1285,FWONK,,,,,,,
1286,FYBR,,,,,,,
1287,GAIA,,,,,,,
1288,GALT,2.27,0,-0.7,0.25,0.13,9.32,0.09
1289,GAMB,,,,,,,
1290,GAME,,,,,,,
1291,GAN,,-0.23,-0.04,6.01,0.52,4.3,0.06
1292,GANX,,,,,,,
1293,GASS,,,,,,,
1294,GBIO,,,,,,,
1295,GBNH,,,,,,,
1296,GBT,1.08,-1.62,-3.23,5.06,1.07,5.06,0.1
1297,GCMG,,,,,,,
1298,GDEN,,,,,,,
1299,GDRX,,-0.5,0.52,2.08,0.87,10.44,0.23
1300,GDS,1.0,-0.16,-0.51,138.26,0.62,7.83,
1301,GDYN,,-0.07,0.35,2.61,0.5,2.13,0.03
1302,GERN,1.1,0,-0.38,0.55,0.42,11.45,0.06
1303,GEVO,3.19,0,-0.26,2.97,0.39,4.44,0.17
1304,GH,0.53,-1.17,-3.32,7.78,0.91,3.95,0.04
1305,GHRS,,,,,,,
1306,GILD,,0.27,6.71,17.09,0.82,3.72,0.02
1307,GLBE,,-0.11,0.19,4.57,0.42,1.55,0.04
1308,GLBS,0.82,-0.26,0.17,6.53,0.12,0.9,0.02
1309,GLDD,,,,,,,
1310,GLMD,2.26,0,-1.35,1.79,0.21,3.22,0.01
1311,GLNG,0.83,1.09,-0.12,16.69,0.73,2.97,0.03
1312,GLPI,1.02,0.46,2.48,11.53,0.91,3.27,0.01
1313,GLSI,,0,-0.59,2.26,0.06,3.55,0.03
1314,GLTO,,0,-2.06,5.6,0.51,0.71,0.0
1315,GLUE,,0,-2.01,7.92,0.81,8.51,0.08
1316,GLYC,,,,,,,
1317,GMBL,1.05,-1.57,-0.78,3.42,0.11,2.46,0.07
1318,GMDA,1.89,0,-1.57,1.08,0.45,5.61,0.03
1319,GMTX,,,,,,,
1320,GNCA,1.53,0,-0.71,0.07,0.61,7.43,0.03
1321,GNLN,2.41,-0.11,-0.12,1.0,0.11,1.71,0.02
1322,GNPX,-0.76,0,-0.5,1.0,0.12,8.36,0.05
1323,GNSS,,,,,,,
1324,GNTX,0.96,0.23,2.16,7.88,0.87,2.95,0.02
1325,GOCO,,-0.03,0.87,4.47,1.09,1.65,0.07
1326,GOOD,1.02,0.1,-0.02,5.55,0.52,2.35,0.01
1327,GOOG,1.03,0.3,110.71,367.95,0.68,1.52,
1328,GOOGL,1.03,0.3,109.45,367.95,0.81,1.79,0.01
1329,GOSS,0.98,0,-2.94,3.09,0.82,15.27,0.15
1330,GOVX,1.91,0,-1.27,3.08,0.08,0.41,0.07
1331,GP,3.77,-0.71,,1.72,0.38,4.04,0.03
1332,GPP,,,,,,,
1333,GPRE,1.7,-0.04,1.02,17.93,1.07,9.49,0.22
1334,GRBK,1.38,0.13,4.06,14.13,0.83,3.19,0.04
1335,GRCL,,,,,,,
1336,GRIN,1.09,-0.02,5.61,12.34,0.27,0.19,0.01
1337,GRPH,,,,,,,
1338,GRTS,0.09,-1.57,-2.16,3.62,0.61,1.5,0.03
1339,GRTX,,0,-1.76,-0.98,0.69,2.27,0.01
1340,GRUB,0.33,-0.18,1.17,12.61,0.09,2.02,
1341,GRWG,2.94,0.05,0.52,6.11,0.53,3.01,0.09
1342,GSMG,,,,,,,
1343,GTBP,,,,,,,
1344,GTEC,,,,,,,
1345,GTHX,2.18,-1.61,-3.69,5.05,0.76,8.64,0.2
1346,GTYH,,,,,,,
1347,GWRS,,,,,,,
1348,HAIN,0.63,0.04,1.81,15.37,1.02,5.99,0.08
1349,HALO,1.44,0.55,-1.24,0.84,0.95,7.32,0.05
1350,HAPP,,,,,,,
1351,HARP,0.88,0,-2.21,2.79,0.88,1.95,0.03
1352,HAS,,0.07,5.31,22.14,0.83,6.58,0.05
1353,HBAN,1.32,0.24,1.42,11.96,0.79,1.97,0.02
1354,HBIO,,,,,,,
1355,HBNC,1.24,0.36,1.89,16.16,0.57,2,0.0
1356,HCAT,,,,,,,
1357,HCCI,1.23,0.08,1.72,13.76,0.62,7.87,0.02
1358,HCKT,,,,,,,
1359,HCM,,,,,,,
1360,HEAR,1.52,0.11,1.72,8.32,0.65,7.3,0.15
1361,HEES,2.16,0.01,2.3,6.75,0.75,4.15,0.03
1362,HEPA,1.14,0,-0.36,1.43,0.21,2.66,0.03
1363,HGBL,,,,,,,
1364,HGEN,-1.95,0,-0.92,0.74,0.51,4.67,0.27
1365,HIBB,1.93,0.11,9.75,26.49,1.06,4.97,0.32
1366,HIMX,1.84,0.18,2.34,3.49,0.24,9.24,
1367,HITI,1.14,-0.21,-0.01,2.8,0.05,1.84,
1368,HIVE,5.5,0.61,,0.51,0.12,0.66,
1369,HJLI,1.54,0,-1.04,4.8,0.23,2.54,0.08
1370,HLMN,,,,,,,
1371,HNRG,0.87,-0.03,0.28,5.94,0.32,2.4,0.03
1372,HNST,,-0.13,-0.1,1.99,0.92,10.39,0.14
1373,HOFV,,0,-0.3,1.91,0.17,5.69,0.12
1374,HOLI,,,,,,,
1375,HOLX,1.18,0.36,3.69,15.31,0.97,2.71,0.03
1376,HOMB,,,,,,,
1377,HON,1.19,0.16,9.04,25.92,0.77,2.54,0.01
1378,HOOK,,,,,,,
1379,HOTH,,,,,,,
1380,HOWL,,,,,,,
1381,HPK,,-0.06,1.12,5.33,0.02,11.84,0.06
1382,HQY,,,,,,,
1383,HRMY,,0.1,2.84,2.22,0.76,2.78,0.08
1384,HROW,,,,,,,
1385,HRTX,1.38,-2.82,-1.64,1.57,1.04,21.08,0.32
1386,HSDT,,,,,,,
1387,HSKA,1.69,-0.01,1.17,40.75,0.98,4.88,0.04
1388,HSTO,,,,,,,
1389,HTBK,,,,,,,
1390,HTBX,0.51,0,-1.22,5.23,0.12,10.82,0.09
1391,HTGM,,,,,,,
1392,HTHT,,,,,,,
1393,HTOO,,,,,,,
1394,HUBG,,,,,,,
1395,HUMA,,0,,-16.78,0.04,5.57,
1396,HURN,,,,,,,
1397,HUT,2.39,0.49,,2.43,0.13,0.43,
1398,HWC,,0.32,4.74,40.9,0.79,3.82,0.02
1399,HYFM,,0.0,1.32,13.61,0.49,4.18,0.09
1400,HYMC,,,,,,,
1401,HYRE,2.8,-0.79,-0.61,0.6,0.75,2.73,0.11
1402,HYZN,,0,-0.18,-0.13,0.05,2.09,
1403,HZNP,1.04,0.2,6.01,18.05,0.92,2.92,0.02
1404,IAC,,0.36,-0.89,80.45,0.88,2.39,
1405,IAS,,-0.14,0.02,3.23,0.93,0.69,0.01
1406,IBEX,,,,,,,
1407,IBKR,0.66,0.11,3.1,24.22,0.86,3.49,0.03
1408,IBRX,,0,-0.88,-0.41,0.07,9.8,0.12
1409,IBTX,,,,,,,
1410,ICAD,,,,,,,
1411,ICCC,,,,,,,
1412,ICFI,,,,,,,
1413,ICHR,2.25,0.06,4.03,16.19,0.94,3.37,0.03
1414,ICLK,,,,,,,
1415,ICLR,,,,,,,
1416,ICUI,,,,,,,
1417,ICVX,,0,-2.11,-12.79,0.29,2.81,0.03
1418,IDCC,,,,,,,
1419,IDEX,-0.3,-0.8,-0.07,1.15,0.16,5.63,0.09
1420,IDN,,,,,,,
1421,IDXX,0.95,0.24,9.38,8.78,0.88,1.63,0.01
1422,IDYA,1.76,-0.84,-1.52,7.28,0.65,6.97,0.06
1423,IEA,,,,,,,
1424,IEP,0.92,-0.05,0.57,17.32,0.95,0.59,0.01
1425,IGMS,-1.29,0,-6.26,10.06,0.66,28.67,0.4
1426,IHRT,2.01,-0.09,1.75,5.32,0.93,3.22,0.02
1427,III,,,,,,,
1428,IIIV,1.64,-0.03,1.24,9.12,0.93,7.79,0.08
1429,IIN,,,,,,,
1430,IINN,,0,,-0.64,0.01,0.59,0.02
1431,IIVI,1.49,0.1,4.43,28.07,1.05,15.34,0.22
1432,IKNA,,,,,,,
1433,IMAB,,-0.01,-1.3,70.94,0.47,3.16,
1434,IMBI,,,,,,,
1435,IMCC,,,,,,,
1436,IMCR,,,,,,,
1437,IMGO,,0,-1.73,-77.11,0.41,1.47,0.01
1438,IMMP,1.46,0,-0.27,0.98,0.13,0.27,
1439,IMNM,,0,-1.86,5.13,0.2,1.86,0.03
1440,IMPL,,0,-1.93,2.63,0.77,0.65,0.13
1441,IMRX,,,,,,,
1442,IMTX,,,,,,,
1443,IMUX,1.94,0,-3.64,5.55,0.38,7.26,0.04
1444,IMVT,,0,-1.33,3.73,0.34,5.8,0.06
1445,IMXI,,,,,,,
1446,INAB,,,,,,,
1447,INBK,,0.4,4.46,37.59,0.73,3.84,0.01
1448,INBX,,0,-2.5,1.17,0.55,5.82,0.04
1449,INCR,-0.62,0.16,2.47,,0.05,0.12,
1450,INDB,0.96,0.31,4.81,53.14,0.88,13.14,0.08
1451,INDI,,-2.17,-0.37,1.75,0.31,2.86,
1452,INDT,,,,,,,
1453,INFI,2.17,0,-0.61,0.47,0.57,2.31,0.05
1454,INM,1.55,0,-0.87,0.92,0.09,0.16,
1455,INMB,2.85,0,-2.36,2.86,0.15,3.17,0.09
1456,INMD,1.65,0.46,2.07,4.64,0.65,0.93,0.05
1457,INNV,,-0.07,0.23,2.47,0.15,2.19,0.09
1458,INSE,,,,,,,
1459,INSM,2.23,-2.2,-3.25,4.61,1.07,10.72,0.1
1460,INTA,,,,,,,
1461,INTU,1.03,0.21,12.87,36.12,0.87,1.44,0.01
1462,INVE,,,,,,,
1463,INVO,,,,,,,
1464,INVZ,,0,,2.56,0.16,1.47,
1465,INZY,,0,-2.58,5.87,0.93,1.51,0.01
1466,IOVA,0.83,0,-2.25,4.81,1.06,11.59,0.12
1467,IPGP,1.33,0.16,6.14,50.57,0.67,5.77,0.05
1468,IPHA,0.12,-1.57,0.45,1.69,0.0,0.02,
1469,IPSC,,0,-1.77,8.23,0.41,7.13,0.09
1470,IPW,,-0.01,0.23,0.94,0.08,1.6,0.02
1471,IPWR,,,,,,,
1472,IRIX,,,,,,,
1473,IRMD,,,,,,,
1474,ISEE,1.32,0,-1.13,1.54,0.85,5.21,0.12
1475,ISTR,,,,,,,
1476,ISUN,0.72,-0.15,0.73,4.14,0.22,8.97,0.06
1477,ITCI,1.12,0,-2.44,6.81,0.9,13.03,0.09
1478,ITI,,,,,,,
1479,ITOS,,,,,,,
1480,ITRI,,,,,,,
1481,IVAC,,,,,,,
1482,IZEA,2.77,-0.2,-0.06,1.22,0.15,1.52,0.02
1483,JACK,,,,,,,
1484,JAGX,1.47,0,-0.6,0.69,0.22,1.34,0.04
1485,JAMF,,-0.11,0.24,6.8,0.97,6.99,0.13
1486,JANX,,,,,,,
1487,JAZZ,0.95,0.02,17.44,67.6,0.97,5.3,0.07
1488,JBLU,1.57,-0.28,0.74,11.99,0.78,1.61,0.04
1489,JCOM,1.03,0.13,10.09,28.95,1.05,7.88,0.06
1490,JD,0.8,0.04,2.02,139.65,0.39,2.81,
1491,JFIN,1.26,0.25,1.89,-4.36,0.01,0.13,
1492,JG,,,,,,,
1493,JOAN,,,,,,,
1494,JRSH,,,,,,,
1495,JRVR,0.49,-0.1,2.51,23.03,1.01,5.86,0.03
1496,JYNT,1.3,0.25,0.59,1.87,0.99,6.64,0.09
1497,KALA,0.5,0,-1.27,1.3,0.51,9.15,0.18
1498,KALV,,,,,,,
1499,KARO,,,,,,,
1500,KBNT,,,,,,,
1501,KC,,-0.11,-0.3,34.76,0.32,5.43,
1502,KDNY,,,,,,,
1503,KDP,0.63,0.13,1.72,17.1,0.45,3.07,0.03
1504,KE,1.38,0.04,2.19,17.71,0.65,5.36,0.02
1505,KELYA,,,,,,,
1506,KERN,3.04,-1.98,-0.39,2.13,0.2,1.99,0.08
1507,KIDS,,,,,,,
1508,KINS,,,,,,,
1509,KIRK,1.89,0.06,2.57,6.13,0.77,6.42,0.26
1510,KLAC,1.19,0.37,20.7,25.35,0.9,2.44,0.02
1511,KLIC,1.33,0.21,5.41,15.7,0.99,4.46,0.09
1512,KLTR,,-0.42,-0.19,-10.41,0.28,3.01,0.02
1513,KMDA,,,,,,,
1514,KNBE,,-0.08,0.09,1.03,1.19,5.6,0.29
1515,KNSA,,,,,,,
1516,KNTE,,,,,,,
1517,KPLT,,0.05,0.28,0.17,0.43,1.88,
1518,KRNT,1.83,0.07,1.43,11.85,0.93,3.26,0.01
1519,KRNY,,,,,,,
1520,KRON,,,,,,,
1521,KROS,,0,-4.03,10.1,0.81,8.41,0.07
1522,KRT,,0.05,1.4,5.66,0.21,4.23,0.02
1523,KRTX,,,,,,,
1524,KRUS,,,,,,,
1525,KRYS,,,,,,,
1526,KSPN,,,,,,,
1527,KTRA,1.7,0,-0.64,-0.13,0.06,0.28,0.02
1528,KURA,,,,,,,
1529,KYMR,,-0.9,-2.15,5.7,0.68,3.95,0.04
1530,KZIA,,,,,,,
1531,KZR,0.32,0,-1.23,2.7,0.6,5.16,0.05
1532,LABP,,,,,,,
1533,LAKE,,,,,,,
