,Symbol,Name,Buy,Analyst
2122,STKL,SunOpta Inc. Common Stock,1,Strong Buy
2123,STLD,Steel Dynamics Inc.,1,Strong Buy
2124,STOK,Stoke Therapeutics Inc. Common Stock,1,Strong Buy
2125,STRL,Sterling Construction Company Inc Common Stock,1,Strong Buy
2126,STRO,Sutro Biopharma Inc. Common Stock,1,Strong Buy
2127,STRR,Star Equity Holdings Inc. Common Stock,1,Strong Buy
2128,STSA,Satsuma Pharmaceuticals Inc. Common Stock,1,Strong Buy
2129,STTK,Shattuck Labs Inc. Common Stock,1,Strong Buy
2130,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),1,Strong Buy
2131,STXB,Spirit of Texas Bancshares Inc. Common Stock,1,Strong Buy
2132,SUNS,SLR Senior Investment Corp. Common Stock,1,Strong Buy
2133,SUPN,Supernus Pharmaceuticals Inc. Common Stock,1,Strong Buy
2134,SURF,Surface Oncology Inc. Common Stock,1,Strong Buy
2135,SV,Spring Valley Acquisition Corp. Class A Ordinary Share,1,Strong Buy
2136,SVRA,Savara Inc. Common Stock,1,Strong Buy
2137,SWAV,ShockWave Medical Inc. Common Stock,1,Strong Buy
2138,SWIM,Latham Group Inc. Common Stock,1,Strong Buy
2139,SWKH,SWK Holdings Corporation Common Stock,1,Strong Buy
2140,SWKS,Skyworks Solutions Inc. Common Stock,1,Strong Buy
2141,SWTX,SpringWorks Therapeutics Inc. Common Stock,1,Strong Buy
2142,SY,So-Young International Inc. American Depository Shares,1,Strong Buy
2143,SYBX,Synlogic Inc. Common Stock,1,Strong Buy
2144,SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,1,Strong Buy
2145,SYNH,Syneos Health Inc. Class A Common Stock,1,Strong Buy
2146,SYRS,Syros Pharmaceuticals Inc. Common Stock,1,Strong Buy
2147,SYTA,Siyata Mobile Inc. Common Shares,1,Strong Buy
2148,TA,TravelCenters of America Inc. Common Stock,1,Strong Buy
2149,TACO,Del Taco Restaurants Inc. Common Stock,1,Strong Buy
2150,TACT,TransAct Technologies Incorporated Common Stock,1,Strong Buy
2151,TALK,Talkspace Inc. Common Stock,1,Strong Buy
2152,TALS,Talaris Therapeutics Inc. Common Stock,1,Strong Buy
2153,TARA,Protara Therapeutics Inc.  Common Stock,1,Strong Buy
2154,TARS,Tarsus Pharmaceuticals Inc. Common Stock,1,Strong Buy
2155,TASK,TaskUs Inc. Class A Common Stock,1,Strong Buy
2156,TAST,Carrols Restaurant Group Inc. Common Stock,1,Strong Buy
2157,TBBK,The Bancorp Inc Common Stock,1,Strong Buy
2158,TBLA,Taboola.com Ltd. Ordinary Shares,1,Strong Buy
2159,TBLT,ToughBuilt Industries Inc. Common Stock,1,Strong Buy
2160,TCFC,The Community Financial Corporation Common Stock,1,Strong Buy
2161,TCMD,Tactile Systems Technology Inc. Common Stock,1,Strong Buy
2162,TCOM,Trip.com Group Limited American Depositary Shares,1,Strong Buy
2163,TCON,TRACON Pharmaceuticals Inc. Common Stock,1,Strong Buy
2164,TCPC,BlackRock TCP Capital Corp. Common Stock,1,Strong Buy
2165,TCRR,TCR2 Therapeutics Inc. Common Stock,1,Strong Buy
2166,TCRX,TScan Therapeutics Inc. Common Stock,1,Strong Buy
2167,TDUP,ThredUp Inc. Class A Common Stock,1,Strong Buy
2168,TEAM,Atlassian Corporation Plc Class A Ordinary Shares,1,Strong Buy
2169,TECH,Bio-Techne Corp Common Stock,1,Strong Buy
2170,TELA,TELA Bio Inc. Common Stock,1,Strong Buy
2171,TENB,Tenable Holdings Inc. Common Stock,1,Strong Buy
2172,TENX,Tenax Therapeutics Inc. Common Stock,1,Strong Buy
2173,TER,Teradyne Inc. Common Stock,1,Strong Buy
2174,TERN,Terns Pharmaceuticals Inc. Common Stock,1,Strong Buy
2175,TESS,TESSCO Technologies Incorporated Common Stock,1,Strong Buy
2176,TFFP,TFF Pharmaceuticals Inc. Common Stock,1,Strong Buy
2177,TFSL,TFS Financial Corporation Common Stock,1,Strong Buy
2178,TGLS,Tecnoglass Inc. Ordinary Shares,1,Strong Buy
2179,TGTX,TG Therapeutics Inc. Common Stock,1,Strong Buy
2180,TH,Target Hospitality Corp. Common Stock,1,Strong Buy
2181,THMO,ThermoGenesis Holdings Inc. Common Stock,1,Strong Buy
2182,THRY,Thryv Holdings Inc. Common Stock,1,Strong Buy
2183,TIL,Instil Bio Inc. Common Stock,1,Strong Buy
2184,TITN,Titan Machinery Inc. Common Stock,1,Strong Buy
2185,TKNO,Alpha Teknova Inc. Common Stock,1,Strong Buy
2186,TLMD,SOC Telemed Inc. Class A Common Stock,1,Strong Buy
2187,TLS,Telos Corporation Common Stock,1,Strong Buy
2188,TLSA,Tiziana Life Sciences plc American Depository Share,1,Strong Buy
2189,TMC,TMC the metals company Inc. Common Stock,1,Strong Buy
2190,TMCI,Treace Medical Concepts Inc. Common Stock,1,Strong Buy
2191,TMDI,Titan Medical Inc. Ordinary Shares,1,Strong Buy
2192,TMUS,T-Mobile US Inc. Common Stock,1,Strong Buy
2193,TNGX,Tango Therapeutics Inc.,1,Strong Buy
2194,TNYA,Tenaya Therapeutics Inc. Common Stock,1,Strong Buy
2195,TPIC,TPI Composites Inc. Common Stock,1,Strong Buy
2196,TPST,Tempest Therapeutics Inc. Common Stock,1,Strong Buy
2197,TPTX,Turning Point Therapeutics Inc. Common Stock,1,Strong Buy
2198,TREE,LendingTree Inc. Common Stock,1,Strong Buy
2199,TRIL,Trillium Therapeutics Inc. Common Shares,1,Strong Buy
2200,TRIN,Trinity Capital Inc. Common Stock,1,Strong Buy
2201,TRMR,Tremor International Ltd. American Depository Shares,1,Strong Buy
2202,TRNS,Transcat Inc. Common Stock,1,Strong Buy
2203,TRVI,Trevi Therapeutics Inc. Common Stock,1,Strong Buy
2204,TRVN,Trevena Inc. Common Stock,1,Strong Buy
2205,TSCO,Tractor Supply Company Common Stock,1,Strong Buy
2206,TSEM,Tower Semiconductor Ltd. Ordinary Shares,1,Strong Buy
2207,TSHA,Taysha Gene Therapies Inc. Common Stock,1,Strong Buy
2208,TSP,TuSimple Holdings Inc. Class A Common Stock,1,Strong Buy
2209,TTD,The Trade Desk Inc. Class A Common Stock,1,Strong Buy
2210,TTEC,TTEC Holdings Inc. Common Stock,1,Strong Buy
2211,TTEK,Tetra Tech Inc. Common Stock,1,Strong Buy
2212,TTGT,TechTarget Inc. Common Stock,1,Strong Buy
2213,TTMI,TTM Technologies Inc. Common Stock,1,Strong Buy
2214,TTNP,Titan Pharmaceuticals Inc. Common Stock,1,Strong Buy
2215,TTOO,T2 Biosystems Inc. Common Stock,1,Strong Buy
2216,TTWO,Take-Two Interactive Software Inc. Common Stock,1,Strong Buy
2217,TVTX,Travere Therapeutics Inc. Common Stock,1,Strong Buy
2218,TWNK,Hostess Brands Inc. Class A Common Stock,1,Strong Buy
2219,TWOU,2U Inc. Common Stock,1,Strong Buy
2220,TXG,10x Genomics Inc. Class A Common Stock,1,Strong Buy
2221,TXMD,TherapeuticsMD Inc. Common Stock,1,Strong Buy
2222,TXN,Texas Instruments Incorporated Common Stock,1,Strong Buy
2223,TZOO,Travelzoo Common Stock,1,Strong Buy
2224,UBX,Unity Biotechnology Inc. Common Stock,1,Strong Buy
2225,UCBI,United Community Banks Inc. Common Stock,1,Strong Buy
2226,UCTT,Ultra Clean Holdings Inc. Common Stock,1,Strong Buy
2227,UEIC,Universal Electronics Inc. Common Stock,1,Strong Buy
2228,UEPS,Net 1 UEPS Technologies Inc. Common Stock,1,Strong Buy
2229,UFPI,UFP Industries Inc. Common Stock,1,Strong Buy
2230,ULBI,Ultralife Corporation Common Stock,1,Strong Buy
2231,ULCC,Frontier Group Holdings Inc. Common Stock,1,Strong Buy
2232,ULH,Universal Logistics Holdings Inc. Common Stock,1,Strong Buy
2233,ULTA,Ulta Beauty Inc. Common Stock,1,Strong Buy
2234,UMPQ,Umpqua Holdings Corporation Common Stock,1,Strong Buy
2235,UNCY,Unicycive Therapeutics Inc. Common Stock,1,Strong Buy
2236,UNTY,Unity Bancorp Inc. Common Stock,1,Strong Buy
2237,UPLD,Upland Software Inc. Common Stock,1,Strong Buy
2238,UPST,Upstart Holdings Inc. Common stock,1,Strong Buy
2239,UPWK,Upwork Inc. Common Stock,1,Strong Buy
2240,URGN,UroGen Pharma Ltd. Ordinary Shares,1,Strong Buy
2241,UROY,Uranium Royalty Corp. Common Stock,1,Strong Buy
2242,USAU,U.S. Gold Corp. Common Stock,1,Strong Buy
2243,USCB,U.S. Century Bank Class A Common Stock,1,Strong Buy
2244,USIO,Usio Inc. Common Stock,1,Strong Buy
2245,UTHR,United Therapeutics Corporation Common Stock,1,Strong Buy
2246,VACC,Vaccitech plc American Depositary Shares,1,Strong Buy
2247,VALN,Valneva SE American Depositary Shares,1,Strong Buy
2248,VBIV,VBI Vaccines Inc. New Common Stock (Canada),1,Strong Buy
2249,VBLT,Vascular Biogenics Ltd. Ordinary Shares,1,Strong Buy
2250,VBTX,Veritex Holdings Inc. Common Stock,1,Strong Buy
2251,VCEL,Vericel Corporation Common Stock,1,Strong Buy
2252,VECO,Veeco Instruments Inc. Common Stock,1,Strong Buy
2253,VECT,VectivBio Holding AG Ordinary Shares,1,Strong Buy
2254,VEON,VEON Ltd. ADS,1,Strong Buy
2255,VERA,Vera Therapeutics Inc. Class A Common Stock,1,Strong Buy
2256,VERB,Verb Technology Company Inc. Common Stock,1,Strong Buy
2257,VERI,Veritone Inc. Common Stock,1,Strong Buy
2258,VERO,Venus Concept Inc. Common Stock,1,Strong Buy
2259,VERU,Veru Inc. Common Stock,1,Strong Buy
2260,VERV,Verve Therapeutics Inc. Common Stock,1,Strong Buy
2261,VERX,Vertex Inc. Class A Common Stock,1,Strong Buy
2262,VFF,Village Farms International Inc. Common Shares,1,Strong Buy
2263,VINC,Vincerx Pharma Inc. Common Stock,1,Strong Buy
2264,VINP,Vinci Partners Investments Ltd. Class A Common Shares,1,Strong Buy
2265,VIR,Vir Biotechnology Inc. Common Stock,1,Strong Buy
2266,VIRC,Virco Manufacturing Corporation Common Stock,1,Strong Buy
2267,VIRT,Virtu Financial Inc. Class A Common Stock,1,Strong Buy
2268,VIRX,Viracta Therapeutics Inc. Common Stock,1,Strong Buy
2269,VITL,Vital Farms Inc. Common Stock,1,Strong Buy
2270,VIVE,Viveve Medical Inc. Common Stock,1,Strong Buy
2271,VIVO,Meridian Bioscience Inc. Common Stock,1,Strong Buy
2272,VJET,voxeljet AG American Depositary Shares,1,Strong Buy
2273,VKTX,Viking Therapeutics Inc. Common Stock,1,Strong Buy
2274,VMD,Viemed Healthcare Inc. Common Shares,1,Strong Buy
2275,VMEO,Vimeo Inc. Common Stock,1,Strong Buy
2276,VNDA,Vanda Pharmaceuticals Inc. Common Stock,1,Strong Buy
2277,VNET,21Vianet Group Inc. American Depositary Shares,1,Strong Buy
2278,VNOM,Viper Energy Partners LP Common Unit,1,Strong Buy
2279,VOD,Vodafone Group Plc American Depositary Shares,1,Strong Buy
2280,VOR,Vor Biopharma Inc. Common Stock,1,Strong Buy
2281,VOXX,VOXX International Corporation Class A Common Stock,1,Strong Buy
2282,VQS,VIQ Solutions Inc. Common Shares,1,Strong Buy
2283,VRAY,ViewRay Inc. Common Stock,1,Strong Buy
2284,VRCA,Verrica Pharmaceuticals Inc. Common Stock,1,Strong Buy
2285,VRDN,Viridian Therapeutics Inc. Common Stock,1,Strong Buy
2286,VRM,Vroom Inc. Common Stock,1,Strong Buy
2287,VRME,VerifyMe Inc. Common Stock,1,Strong Buy
2288,VRNA,Verona Pharma plc American Depositary Share,1,Strong Buy
2289,VRNS,Varonis Systems Inc. Common Stock,1,Strong Buy
2290,VRNT,Verint Systems Inc. Common Stock,1,Strong Buy
2291,VRRM,Verra Mobility Corporation Class A Common Stock,1,Strong Buy
2292,VRSK,Verisk Analytics Inc. Common Stock,1,Strong Buy
2293,VRSN,VeriSign Inc. Common Stock,1,Strong Buy
2294,VRTS,Virtus Investment Partners Inc. Common Stock,1,Strong Buy
2295,VRTX,Vertex Pharmaceuticals Incorporated Common Stock,1,Strong Buy
2296,VS,Versus Systems Inc. Common Shares,1,Strong Buy
2297,VSAT,ViaSat Inc. Common Stock,1,Strong Buy
2298,VSEC,VSE Corporation Common Stock,1,Strong Buy
2299,VSTM,Verastem Inc. Common Stock,1,Strong Buy
2300,VTGN,VistaGen Therapeutics Inc. Common Stock,1,Strong Buy
2301,VTNR,Vertex Energy Inc Common Stock,1,Strong Buy
2302,VTRU,Vitru Limited Common Shares,1,Strong Buy
2303,VTVT,vTv Therapeutics Inc. Class A Common Stock,1,Strong Buy
2304,VVOS,Vivos Therapeutics Inc. Common Stock,1,Strong Buy
2305,VWE,Vintage Wine Estates Inc. Common Stock,1,Strong Buy
2306,VXRT,Vaxart Inc Common Stock,1,Strong Buy
2307,VYNE,VYNE Therapeutics Inc. Common Stock,1,Strong Buy
2308,WATT,Energous Corporation Common Stock,1,Strong Buy
2309,WB,Weibo Corporation American Depositary Share,1,Strong Buy
2310,WDAY,Workday Inc. Class A Common Stock,1,Strong Buy
2311,WDC,Western Digital Corporation Common Stock,1,Strong Buy
2312,WEN,Wendy's Company (The) Common Stock,1,Strong Buy
2313,WFRD,Weatherford International plc Ordinary Shares,1,Strong Buy
2314,WIMI,WiMi Hologram Cloud Inc. American Depositary Share,1,Strong Buy
2315,WING,Wingstop Inc. Common Stock,1,Strong Buy
2316,WINT,Windtree Therapeutics Inc. Common Stock,1,Strong Buy
2317,WISA,Summit Wireless Technologies Inc. Common Stock,1,Strong Buy
2318,WIX,Wix.com Ltd. Ordinary Shares,1,Strong Buy
2319,WKEY,WISeKey International Holding AG American Depositary Shares,1,Strong Buy
2320,WKME,WalkMe Ltd. Ordinary Shares,1,Strong Buy
2321,WLDN,Willdan Group Inc. Common Stock,1,Strong Buy
2322,WMG,Warner Music Group Corp. Class A Common Stock,1,Strong Buy
2323,WNEB,Western New England Bancorp Inc. Common Stock,1,Strong Buy
2324,WRAP,Wrap Technologies Inc. Common Stock,1,Strong Buy
2325,WSC,WillScot Mobile Mini Holdings Corp. Class A Common Stock,1,Strong Buy
2326,WTFC,Wintrust Financial Corporation Common Stock,1,Strong Buy
2327,XAIR,Beyond Air Inc. Common Stock,1,Strong Buy
2328,XBIO,Xenetic Biosciences Inc. Common Stock,1,Strong Buy
2329,XCUR,Exicure Inc. Common Stock,1,Strong Buy
2330,XELA,Exela Technologies Inc. Common Stock,1,Strong Buy
2331,XENE,Xenon Pharmaceuticals Inc. Common Shares,1,Strong Buy
2332,XERS,Xeris Pharmaceuticals Inc. Common Stock,1,Strong Buy
2333,XFOR,X4 Pharmaceuticals Inc. Common Stock,1,Strong Buy
2334,XGN,Exagen Inc. Common Stock,1,Strong Buy
2335,XLRN,Acceleron Pharma Inc. Common Stock,1,Strong Buy
2336,XM,Qualtrics International Inc. Class A Common Stock,1,Strong Buy
2337,XMTR,Xometry Inc. Class A Common Stock,1,Strong Buy
2338,XNCR,Xencor Inc. Common Stock,1,Strong Buy
2339,XOS,Xos Inc. Common Stock,1,Strong Buy
2340,XPEL,XPEL Inc. Common Stock,1,Strong Buy
2341,XPER,Xperi Holding Corporation Common Stock,1,Strong Buy
2342,XRAY,DENTSPLY SIRONA Inc. Common Stock,1,Strong Buy
2343,XSPA,XpresSpa Group Inc. Common Stock,1,Strong Buy
2344,XXII,22nd Century Group Inc. Common Stock,1,Strong Buy
2345,YI,111 Inc. American Depositary Shares,1,Strong Buy
2346,YMAB,Y-mAbs Therapeutics Inc. Common Stock,1,Strong Buy
2347,YMTX,Yumanity Therapeutics Inc. Common Stock,1,Strong Buy
2348,YNDX,Yandex N.V. Class A Ordinary Shares,1,Strong Buy
2349,YTEN,Yield10 Bioscience Inc. Common Stock,1,Strong Buy
2350,YTRA,Yatra Online Inc. Ordinary Shares,1,Strong Buy
2351,YY,JOYY Inc. American Depositary Shares,1,Strong Buy
2352,ZG,Zillow Group Inc. Class A Common Stock,1,Strong Buy
2353,ZGNX,Zogenix Inc. Common Stock,1,Strong Buy
2354,ZI,ZoomInfo Technologies Inc. Class A Common Stock,1,Strong Buy
2355,ZIXI,Zix Corporation Common Stock,1,Strong Buy
2356,ZLAB,Zai Lab Limited American Depositary Shares,1,Strong Buy
2357,ZNGA,Zynga Inc. Class A Common Stock,1,Strong Buy
2358,ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,1,Strong Buy
2359,ZS,Zscaler Inc. Common Stock,1,Strong Buy
2360,ZSAN,Zosano Pharma Corporation Common Stock,1,Strong Buy
2361,ZUMZ,Zumiez Inc. Common Stock,1,Strong Buy
2362,ZVO,Zovio Inc. Common Stock,1,Strong Buy
2363,ZYNE,Zynerba Pharmaceuticals Inc. Common Stock,1,Strong Buy
2364,ZYXI,Zynex Inc. Common Stock,1,Strong Buy
2365,AAL,American Airlines Group Inc. Common Stock,1,Buy
2366,AAOI,Applied Optoelectronics Inc. Common Stock,1,Buy
2367,ABCM,Abcam plc American Depositary Shares,1,Buy
2368,ABSI,Absci Corporation Common Stock,1,Buy
2369,ABST,Absolute Software Corporation Common Stock,1,Buy
2370,ABUS,Arbutus Biopharma Corporation Common Stock,1,Buy
2371,ACAD,ACADIA Pharmaceuticals Inc. Common Stock,1,Buy
2372,ACBI,Atlantic Capital Bancshares Inc. Common Stock,1,Buy
2373,ACER,Acer Therapeutics Inc. Common Stock (DE),1,Buy
2374,ACGL,Arch Capital Group Ltd. Common Stock,1,Buy
2375,ACHC,Acadia Healthcare Company Inc. Common Stock,1,Buy
2376,ADAP,Adaptimmune Therapeutics plc American Depositary Shares,1,Buy
2377,ADV,Advantage Solutions Inc. Class A Common Stock,1,Buy
2378,ADVM,Adverum Biotechnologies Inc. Common Stock,1,Buy
2379,AEIS,Advanced Energy Industries Inc. Common Stock,1,Buy
2380,AFIB,Acutus Medical Inc. Common Stock,1,Buy
2381,AFIN,American Finance Trust Inc. Class A Common Stock,1,Buy
2382,AFRM,Affirm Holdings Inc. Class A Common Stock,1,Buy
2383,AINV,Apollo Investment Corporation Common Stock,1,Buy
2384,AKBA,Akebia Therapeutics Inc. Common Stock,1,Buy
2385,AKU,Akumin Inc. Common Shares,1,Buy
2386,ALKS,Alkermes plc Ordinary Shares,1,Buy
2387,AMAL,Amalgamated Financial Corp. Common Stock (DE),1,Buy
2388,AMEH,Apollo Medical Holdings Inc. Common Stock,1,Buy
2389,AMGN,Amgen Inc. Common Stock,1,Buy
2390,AMNB,American National Bankshares Inc. Common Stock,1,Buy
2391,AMPH,Amphastar Pharmaceuticals Inc. Common Stock,1,Buy
2392,AMSF,AMERISAFE Inc. Common Stock,1,Buy
2393,AMTB,Amerant Bancorp Inc. Class A Common Stock,1,Buy
2394,ANAB,AnaptysBio Inc. Common Stock,1,Buy
2395,ANDE,Andersons Inc. (The) Common Stock,1,Buy
2396,ANGO,AngioDynamics Inc. Common Stock,1,Buy
2397,ANIK,Anika Therapeutics Inc. Common Stock,1,Buy
2398,ANIP,ANI Pharmaceuticals Inc.,1,Buy
2399,ANSS,ANSYS Inc. Common Stock,1,Buy
2400,APOG,Apogee Enterprises Inc. Common Stock,1,Buy
2401,APPN,Appian Corporation Class A Common Stock,1,Buy
2402,AQB,AquaBounty Technologies Inc. Common Stock,1,Buy
2403,ARDX,Ardelyx Inc. Common Stock,1,Buy
2404,ARRY,Array Technologies Inc. Common Stock,1,Buy
2405,ASMB,Assembly Biosciences Inc. Common Stock,1,Buy
2406,ASPS,Altisource Portfolio Solutions S.A. Common Stock,1,Buy
2407,ATNX,Athenex Inc. Common Stock,1,Buy
2408,ATRO,Astronics Corporation Common Stock,1,Buy
2409,AUB,Atlantic Union Bankshares Corporation Common Stock,1,Buy
2410,AUDC,AudioCodes Ltd. Common Stock,1,Buy
2411,AVAV,AeroVironment Inc. Common Stock,1,Buy
2412,AVT,Avnet Inc. Common Stock,1,Buy
2413,AXTI,AXT Inc Common Stock,1,Buy
2414,AY,Atlantica Sustainable Infrastructure plc Ordinary Shares,1,Buy
2415,AZPN,Aspen Technology Inc. Common Stock,1,Buy
2416,BANR,Banner Corporation Common Stock,1,Buy
2417,BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock,1,Buy
2418,BCLI,Brainstorm Cell Therapeutics Inc. Common Stock,1,Buy
2419,BCPC,Balchem Corporation Common Stock,1,Buy
2420,BECN,Beacon Roofing Supply Inc. Common Stock,1,Buy
2421,BEEM,Beam Global Common Stock,1,Buy
2422,BFIN,BankFinancial Corporation Common Stock,1,Buy
2423,BGCP,BGC Partners Inc Class A Common Stock,1,Buy
2424,BGRY,Berkshire Grey Inc. Class A Common Stock,1,Buy
2425,BIGC,BigCommerce Holdings Inc. Series 1 Common Stock,1,Buy
2426,BIIB,Biogen Inc. Common Stock,1,Buy
2427,BKNG,Booking Holdings Inc. Common Stock,1,Buy
2428,BLDP,Ballard Power Systems Inc. Common Shares,1,Buy
2429,BLIN,Bridgeline Digital Inc. Common Stock,1,Buy
2430,BLKB,Blackbaud Inc. Common Stock,1,Buy
2431,BLNK,Blink Charging Co. Common Stock,1,Buy
2432,BLUE,bluebird bio Inc. Common Stock,1,Buy
2433,BMBL,Bumble Inc. Class A Common Stock,1,Buy
2434,BMRA,Biomerica Inc. Common Stock,1,Buy
2435,BMRC,Bank of Marin Bancorp Common Stock,1,Buy
2436,BMTC,Bryn Mawr Bank Corporation Common Stock,1,Buy
2437,BNFT,Benefitfocus Inc. Common Stock,1,Buy
2438,BNTX,BioNTech SE American Depositary Share,1,Buy
2439,BOKF,BOK Financial Corporation Common Stock,1,Buy
2440,BRKL,Brookline Bancorp Inc. Common Stock,1,Buy
2441,BRKR,Bruker Corporation Common Stock,1,Buy
2442,BRY,Berry Corporation (bry) Common Stock,1,Buy
2443,BSRR,Sierra Bancorp Common Stock,1,Buy
2444,BSVN,Bank7 Corp. Common stock,1,Buy
2445,BUSE,First Busey Corporation Class A Common Stock,1,Buy
2446,BWEN,Broadwind Inc. Common Stock,1,Buy
2447,BYND,Beyond Meat Inc. Common Stock,1,Buy
2448,CAC,Camden National Corporation Common Stock,1,Buy
2449,CAKE,Cheesecake Factory Incorporated (The) Common Stock,1,Buy
2450,CALM,Cal-Maine Foods Inc. Common Stock,1,Buy
2451,CAR,Avis Budget Group Inc. Common Stock,1,Buy
2452,CASA,Casa Systems Inc. Common Stock,1,Buy
2453,CASY,Casey's General Stores Inc. Common Stock,1,Buy
2454,CATY,Cathay General Bancorp Common Stock,1,Buy
2455,CCAP,Crescent Capital BDC Inc. Common stock,1,Buy
2456,CCMP,CMC Materials Inc. Common Stock,1,Buy
2457,CCOI,Cogent Communications Holdings Inc.,1,Buy
2458,CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,1,Buy
2459,CCXI,ChemoCentryx Inc. Common Stock,1,Buy
2460,CDEV,Centennial Resource Development Inc. Class A Common Stock,1,Buy
2461,CDLX,Cardlytics Inc. Common Stock,1,Buy
2462,CDW,CDW Corporation Common Stock,1,Buy
2463,CEMI,Chembio Diagnostics Inc. Common Stock,1,Buy
2464,CFB,CrossFirst Bankshares Inc. Common Stock,1,Buy
2465,CFLT,Confluent Inc. Class A Common Stock,1,Buy
2466,CFMS,Conformis Inc. Common Stock,1,Buy
2467,CGC,Canopy Growth Corporation Common Shares,1,Buy
2468,CGNX,Cognex Corporation Common Stock,1,Buy
2469,CHEK,Check-Cap Ltd. Ordinary Share,1,Buy
2470,CHKP,Check Point Software Technologies Ltd. Ordinary Shares,1,Buy
2471,CHMG,Chemung Financial Corp Common Stock,1,Buy
2472,CHNG,Change Healthcare Inc. Common Stock,1,Buy
2473,CHRW,C.H. Robinson Worldwide Inc. Common Stock,1,Buy
2474,CHUY,Chuy's Holdings Inc. Common Stock,1,Buy
2475,CINF,Cincinnati Financial Corporation Common Stock,1,Buy
2476,CLMT,Calumet Specialty Products Partners L.P. Common Units,1,Buy
2477,CLSN,Celsion Corporation Common Stock,1,Buy
2478,CLVR,Clever Leaves Holdings Inc. Common Shares,1,Buy
2479,CME,CME Group Inc. Class A Common Stock,1,Buy
2480,CMPI,Checkmate Pharmaceuticals Inc. Common Stock,1,Buy
2481,CNSL,Consolidated Communications Holdings Inc. Common Stock,1,Buy
2482,CODX,Co-Diagnostics Inc. Common Stock,1,Buy
2483,CONN,Conn's Inc. Common Stock,1,Buy
2484,COOP,Mr. Cooper Group Inc. Common Stock,1,Buy
2485,CORT,Corcept Therapeutics Incorporated Common Stock,1,Buy
2486,COUP,Coupa Software Incorporated Common Stock,1,Buy
2487,CPSI,Computer Programs and Systems Inc. Common Stock,1,Buy
2488,CRAI,CRA International Inc. Common Stock,1,Buy
2489,CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,1,Buy
2490,CRCT,Cricut Inc. Class A Common Stock,1,Buy
2491,CRDL,Cardiol Therapeutics Inc. Class A Common Shares,1,Buy
2492,CREE,Cree Inc. Common Stock,1,Buy
2493,CRMT,America's Car-Mart Inc Common Stock,1,Buy
2494,CSGS,CSG Systems International Inc. Common Stock,1,Buy
2495,CSII,Cardiovascular Systems Inc. Common Stock,1,Buy
2496,CSOD,Cornerstone OnDemand Inc. Common Stock,1,Buy
2497,CSTE,Caesarstone Ltd. Ordinary Shares,1,Buy
2498,CTBI,Community Trust Bancorp Inc. Common Stock,1,Buy
2499,CTKB,Cytek Biosciences Inc. Common Stock,1,Buy
2500,CTXS,Citrix Systems Inc. Common Stock,1,Buy
2501,CVBF,CVB Financial Corporation Common Stock,1,Buy
2502,CVCO,Cavco Industries Inc. Common Stock When Issued,1,Buy
2503,CVGW,Calavo Growers Inc. Common Stock,1,Buy
2504,CWCO,Consolidated Water Co. Ltd. Ordinary Shares,1,Buy
2505,CYBE,CyberOptics Corporation Common Stock,1,Buy
2506,CZWI,Citizens Community Bancorp Inc. Common Stock,1,Buy
2507,DBVT,DBV Technologies S.A. American Depositary Shares,1,Buy
2508,DGICA,Donegal Group Inc. Class A Common Stock,1,Buy
2509,DISCA,Discovery Inc. Series A Common Stock,1,Buy
2510,DISH,DISH Network Corporation Class A Common Stock,1,Buy
2511,DLO,DLocal Limited Class A Common Shares,1,Buy
2512,DLTR,Dollar Tree Inc. Common Stock,1,Buy
2513,DORM,Dorman Products Inc. Common Stock,1,Buy
2514,DOYU,DouYu International Holdings Limited ADS,1,Buy
2515,DRTT,DIRTT Environmental Solutions Ltd. Common Shares,1,Buy
2516,DSGX,Descartes Systems Group Inc. (The) Common Stock,1,Buy
2517,DSP,Viant Technology Inc. Class A Common Stock,1,Buy
2518,DUOL,Duolingo Inc. Class A Common Stock,1,Buy
2519,EBAY,eBay Inc. Common Stock,1,Buy
2520,ECHO,Echo Global Logistics Inc. Common Stock,1,Buy
2521,ECOL,US Ecology Inc Common Stock,1,Buy
2522,EDIT,Editas Medicine Inc. Common Stock,1,Buy
2523,EGAN,eGain Corporation Common Stock,1,Buy
2524,EGRX,Eagle Pharmaceuticals Inc. Common Stock,1,Buy
2525,EHTH,eHealth Inc. Common Stock,1,Buy
2526,ENTA,Enanta Pharmaceuticals Inc. Common Stock,1,Buy
2527,ENTG,Entegris Inc. Common Stock,1,Buy
2528,EPAY,Bottomline Technologies Inc. Common Stock,1,Buy
2529,ERIC,Ericsson American Depositary Shares,1,Buy
2530,ERIE,Erie Indemnity Company Class A Common Stock,1,Buy
2531,ERII,Energy Recovery Inc. Common Stock,1,Buy
2532,ESPR,Esperion Therapeutics Inc. Common Stock,1,Buy
2533,EVOP,EVO Payments Inc. Class A Common Stock,1,Buy
2534,EXLS,ExlService Holdings Inc. Common Stock,1,Buy
2535,EXPE,Expedia Group Inc. Common Stock,1,Buy
2536,EXPO,Exponent Inc. Common Stock,1,Buy
