,Symbol,beta,profitMargins,forwardEps,bookValue,heldPercentInstitutions,shortRatio,shortPercentOfFloat
850,AVGR,1.71,-1.6,-0.17,0.21,0.14,1.49,0.02
851,AVID,1.27,0.07,1.45,-2.99,0.76,3,0.04
852,AVIR,,-0.23,-1.02,,0.58,11.26,0.06
853,AVNW,2.12,0.41,2.26,16.1,0.54,2.91,0.06
854,AVO,,0.06,,,0.11,3.43,0.02
855,AVPT,,0,,,0.08,,
856,AVRO,1.37,0,-2.91,5.58,0.92,5.59,0.07
857,AVTE,,0,,,0.87,5.75,0.09
858,AVTX,,,,,,,
859,AVXL,0.7,0,-0.57,1.08,0.26,1.66,0.11
860,AWH,3.05,0,,,0.32,18.94,0.12
861,AXGN,0.75,-0.17,-0.2,2.93,0.81,7.83,0.03
862,AXLA,1.45,0,-2.33,1.64,0.64,5.1,0.02
863,AXNX,0.07,-0.45,-0.94,7.89,1.16,8.93,0.1
864,AXON,0.49,-0.09,1.87,15.31,0.78,3.04,0.02
865,AXSM,2.41,0,-1.92,3.04,0.61,2.61,0.15
866,AYLA,,0,,,0.15,3.33,0.03
867,AYTU,-0.18,-0.89,-0.52,6.1,0.21,4.64,0.08
868,AZN,0.19,0.13,3.72,5.5,0.15,0.33,
869,AZRX,1.51,0,-0.28,0.19,0.06,0.43,0.01
870,AZYO,,-0.49,,,0.93,6.51,0.03
871,BAND,0.45,-0.08,0.66,17.65,1.03,15.33,0.18
872,BASE,,-0.4,,,0.66,0.19,0.0
873,BATRA,0.9,-0.34,-0.4,4.48,0.8,7.6,0.06
874,BBCP,1.21,-0.08,0.38,4.47,0.56,7.29,0.05
875,BBI,0.36,0,,2.33,0.18,3.72,0.03
876,BBIO,0.75,0,-2.36,3.92,0.96,15.4,0.14
877,BBQ,1.97,0.09,0.19,2.59,0.78,1.04,0.01
878,BBSI,1.58,0.04,4.86,24.42,0.9,3.01,0.01
879,BCAB,,0,,,0.59,24.07,0.11
880,BCDA,1.9,0,-0.97,1.1,0.25,4.47,0.01
881,BCEL,0.03,0,-2.6,7.33,0.91,2.78,0.21
882,BCML,1.06,0.22,1.71,23.2,0.59,5.13,0.01
883,BCOR,1.64,0.0,1.7,7.13,0.96,3.13,0.02
884,BCOV,0.8,0.04,0.62,2.18,0.93,4.62,0.03
885,BCRX,2.59,-2.71,-0.73,-0.42,0.6,7.62,0.12
886,BCYC,-0.35,0,-2.06,5.33,0.66,2.44,
887,BDSI,0.73,0.21,0.51,1.09,0.67,2.11,0.02
888,BDSX,,-0.41,,,0.19,7.36,0.04
889,BDTX,,0,,-17.92,1.0,4.06,0.19
890,BEAM,,0,-3.22,4.39,0.8,6.78,0.12
891,BFRA,1.51,-0.6,-0.79,0.9,0.0,0.23,
892,BFST,0.87,0.24,2.16,20.03,0.3,6.08,0.01
893,BGFV,2.93,0.09,2.41,11.6,0.58,5.31,0.43
894,BGNE,0.87,-1.35,-11.04,43.47,0.63,12.92,
895,BHTG,1.24,-1.06,-0.3,0.08,0.06,0.72,0.01
896,BIDU,1.03,0.43,11.41,682.96,0.65,0.94,
897,BILI,1.21,-0.25,-0.67,21.6,0.51,2.96,
898,BIOC,0.8,-0.04,-1.26,2.0,0.11,2.06,0.06
899,BIOL,1.45,-0.68,-0.1,0.22,0.18,1.42,0.04
900,BIOX,0.92,-0.03,0.69,1.57,0.02,1.52,0.0
901,BITF,,-0.4,,,0.09,,
902,BIVI,2.3,0,-5.15,0.82,0.01,4.34,0.07
903,BJRI,2.3,-0.02,2.33,13.16,1.03,4.86,0.1
904,BKYI,0.94,-1.38,0.17,2.51,0.07,0.22,0.03
905,BL,0.9,-0.2,0.68,5.85,0.99,24.4,0.1
906,BLDE,,-0.3,,,0.37,2.92,
907,BLFS,1.49,0.06,0.31,6.21,0.78,1.89,0.03
908,BLI,,-0.7,,,0.6,4,0.05
909,BLMN,2.18,0.03,2.44,0.44,1.12,7.22,0.17
910,BLPH,-0.58,0,-2.31,3.48,0.45,3.97,0.02
911,BLRX,1.45,0,-0.57,1.51,0.16,0.67,
912,BLU,-0.75,0,,,0.72,0.48,
913,BMEA,,0,,,0.59,20.9,0.11
914,BMRN,0.51,0.44,0.89,22.78,0.97,11.16,0.07
915,BNGO,1.99,0,-0.21,1.3,0.16,1.65,0.14
916,BNR,,-1.35,,,0.5,6.23,
917,BOLT,,0,,,0.87,7.62,0.07
918,BOMN,0.44,2.28,0.22,17.09,0.71,6.81,0.04
919,BOOM,1.14,0.01,1.73,13.79,1.08,6.64,0.1
920,BOXL,3.62,-0.17,-0.14,0.83,0.14,2.73,0.08
921,BPMC,0.7,0.41,-5.85,24.02,1.03,7.78,0.06
922,BPOP,1.22,0.32,7.87,69.63,0.9,4.27,0.02
923,BPRN,0.68,0.3,2.78,31.24,0.39,7.28,0.03
924,BPTH,1.92,0,-1.9,4.51,0.06,0.55,0.01
925,BRAG,0.98,-0.22,,,0.05,9.22,
926,BRCN,1.96,0,,,0.09,4.3,0.0
927,BRKS,1.94,0.11,2.63,17.29,0.96,3.06,0.03
928,BRP,,-0.02,1.2,8.18,0.43,1.66,0.02
929,BSET,1.87,0.04,1.9,15.91,0.63,5.18,0.05
930,BSY,,0.18,,,0.29,6.7,0.09
931,BTAI,1.05,0,-3.96,7.58,0.51,7.49,0.1
932,BTCY,2.02,0,,-0.17,0.0,0.65,0.0
933,BTRS,,-0.33,,,0.76,13.9,0.12
934,BVS,,0.09,,,0.49,5.85,0.05
935,BWAY,0.73,-0.18,-0.14,4.95,0.41,2.57,
936,BWB,0.82,0.37,1.51,9.92,0.59,7.21,0.01
937,BWFG,0.88,0.24,3.02,24.34,0.44,1.71,0.01
938,BWMN,,-0.0,,,0.31,1.35,0.0
939,BWMX,,0.1,,,0.06,1.41,0.0
940,BXRX,,0,,,0.11,0.33,0.01
941,BYRN,1.02,-0.04,,,0.16,2.45,0.04
942,BYSI,0.53,0,-0.48,1.85,0.2,0.27,0.08
943,BZ,,-0.34,,,,0,
944,BZUN,1.07,0.05,1.88,78.36,0.68,4.24,
945,CAAS,3.15,-0.0,0.44,9.87,0.04,1.49,0.01
946,CABA,,0,-1.94,-6.78,0.62,8.14,0.06
947,CADL,,0,,,0.4,0.45,0.01
948,CAHC,,0,,,0.81,21.59,
949,CALA,1.68,0,-0.87,1.27,0.67,4.45,0.05
950,CALT,1.57,0,,,0.04,0.9,
951,CAMP,2.58,-0.12,0.66,2.7,0.78,4.69,0.03
952,CAMT,1.6,0.2,1.49,5.58,0.35,2.83,0.02
953,CAPR,6.46,0,-1,1.6,0.1,0.75,0.05
954,CARA,1.31,0.06,-0.75,4.99,0.67,2.25,0.07
955,CARE,1.4,-0.35,1.37,14.65,0.36,2.62,0.01
956,CARG,1.91,0.16,1.2,4.35,0.94,6.19,0.09
957,CASH,0.87,0.29,4.59,26.13,0.83,6.82,0.05
958,CASI,0.32,-2.37,-0.29,0.72,0.33,0.72,0.02
959,CATC,0.53,0.31,7.03,58.57,0.51,5.26,0.01
960,CBAN,0.58,0.21,2.04,15.11,0.19,1.02,0.0
961,CBAY,1.19,0,-1.14,1.85,0.78,7.2,0.04
962,CBIO,2.01,0,-2.53,3.32,0.65,4.21,0.03
963,CBNK,0.46,0.22,1.85,12.14,0.3,2.01,0.01
964,CCB,1.3,0.29,1.99,12.24,0.53,6.25,0.02
965,CCCC,,-2.23,,,0.53,5.39,0.07
966,CCEP,0.77,0.05,2.67,13.25,0.32,2.27,
967,CCNE,1.04,0.25,3.02,21.4,0.4,3.32,0.01
968,CD,,-0.04,,,0.35,3.11,
969,CDAK,,0,,,0.82,10.06,0.07
970,CDK,1.31,0.62,3.01,3.7,0.9,2.75,0.03
971,CDMO,2.24,0.13,0.18,1.4,0.95,8.48,0.1
972,CDNA,0.63,-0.04,0.54,9.08,1.02,9.37,0.1
973,CDNS,1.02,0.23,3.35,9.14,0.88,2.47,0.01
974,CDTX,1.28,0,-1.56,0.24,0.46,1.36,0.02
975,CDXC,1.65,-0.38,-0.05,0.65,0.3,10.43,0.06
976,CDXS,1.28,-0.28,-0.59,2.54,1.0,18.97,0.11
977,CDZI,-0.15,0,-0.58,-0.34,0.61,6.42,0.1
978,CECE,1.32,0.01,0.64,5.77,0.7,5.33,0.02
979,CELC,1.48,0,-1.99,2.86,0.45,3.53,0.02
980,CELH,2.05,0.06,0.27,1.44,0.43,2.52,0.04
981,CELU,,,,,,,
982,CENT,0.6,0.05,2.97,20.88,0.94,8.32,0.09
983,CENTA,0.6,0.05,2.48,19.71,0.87,4.42,0.02
984,CENX,2.73,-0.15,1.49,4.53,0.6,2.48,0.09
985,CERE,,0,-1.77,2.67,0.72,7.8,0.09
986,CERN,0.74,0.13,3.63,14.29,0.89,7.16,0.06
987,CERS,1.23,-0.63,-0.3,0.54,0.83,10.43,0.12
988,CERT,,-0.2,,,0.79,4.49,0.03
989,CETX,2.07,-0.06,-0.66,1.75,0.07,0.21,0.0
990,CEVA,1.08,-0.03,0.89,11.72,0.8,4.25,0.03
991,CFRX,0.97,0,-0.97,0.45,0.64,15.53,0.11
992,CG,1.38,0.34,3.03,9.77,0.4,5.53,0.08
993,CGBD,2.15,0.89,1.52,15.7,0.26,0.99,0.0
994,CGEM,,-2.85,-2.01,10.73,0.74,7.73,0.12
995,CGEN,2.31,0,-0.67,1.32,0.46,10.23,0.11
996,CGNT,,0.02,,,0.87,0.66,0.01
997,CGRN,2.46,-0.27,,,0.19,2.8,0.03
998,CHDN,1.34,0.14,8.61,5.33,0.73,4.24,0.03
999,CHEF,2.42,-0.05,0.56,8.65,0.85,9.56,0.15
1000,CHK,,0.71,4.2,39.64,1.19,5.62,0.19
1001,CHRS,0.99,-0.42,-0.21,1.75,1.07,16.59,0.17
1002,CHTR,1.05,0.08,27.81,111.29,0.75,7.79,0.08
1003,CHX,3.21,0.0,,,0.97,3.06,0.02
1004,CIDM,1.59,-0.93,-0.12,0.06,0.13,0.31,0.03
1005,CIGI,1.54,-0.12,5.26,14.73,0.78,8.2,
1006,CIVB,0.98,0.31,2.18,22.23,0.56,2.58,0.01
1007,CKPT,1.65,0,-0.58,0.68,0.22,2.24,0.08
1008,CLAR,0.89,0.05,1.11,6.55,0.77,3.62,0.02
1009,CLBS,1.05,0,-0.45,1.85,0.29,2.44,0.03
1010,CLBT,,0.1,,,0.31,3.87,
1011,CLDX,3.05,0,-1.69,5.29,0.78,4.16,0.09
1012,CLFD,0.95,0.13,1.24,6.54,0.39,3.88,0.02
1013,CLIR,0.98,0,-0.17,0.38,0.11,8.57,0.02
1014,CLLS,2.21,-1.72,-2.84,6.09,0.39,7.04,
1015,CLNN,,0,,,0.08,11.34,0.05
1016,CLPT,1.05,-0.64,,,0.27,3.68,0.07
1017,CLRB,1.65,0,-0.47,0.72,0.33,2.41,0.02
1018,CLSD,1.78,0,-0.48,0.29,0.42,1.83,0.02
1019,CLSK,3.54,-0.97,2.5,8.38,0.29,3.12,0.11
1020,CLXT,1.89,-1.06,-0.8,0.69,0.23,3.39,0.03
1021,CMAX,,-0.04,,,0.67,3.74,
1022,CMBM,0.54,0.14,0.8,1.56,0.86,1.88,0.04
1023,CMCO,1.28,0.01,3.26,22.1,1.01,3.88,0.02
1024,CMCSA,1.04,0.11,3.69,20.15,0.85,5.57,0.01
1025,CMLS,2.24,-0.05,1.47,18.41,0.77,2.35,0.01
1026,CMMB,,0,,,0.34,0.17,
1027,CMPR,1.55,-0.03,2.88,-15.57,0.95,8.91,0.05
1028,CMPS,,0,-1.73,5.13,0.19,1.45,
1029,CMRX,1.59,0,-0.17,1.55,0.6,5.01,0.06
1030,CMTL,1.82,-0.13,0.81,18.86,0.78,4.26,0.02
1031,CNCE,0.49,0,-2.91,3.54,0.66,5.96,0.05
1032,CNOB,1.32,0.45,2.72,23.6,0.64,3.42,0.01
1033,CNSP,,0,-0.36,0,0.05,2.45,0.02
1034,CNTA,,0,,,0.55,4.18,
1035,CNTB,,0,,,0.33,18.4,
1036,CNTG,,-0.1,-0.99,,0.51,1.12,0.01
1037,CNTY,3.08,0.05,1.07,3.99,0.74,8,0.04
1038,CNXC,,0.06,1.78,,0.84,5,0.01
1039,COCP,0.78,0,-0.15,0.73,0.27,0.79,0.01
1040,COGT,,0,,,1.02,11.93,0.06
1041,COHU,1.8,0.16,3.45,15.48,0.9,2.74,0.03
1042,COIN,,0.53,,,0.28,1.32,
1043,COLL,0.89,0.33,2.24,4.83,1.11,7.73,0.14
1044,COLM,0.87,0.06,5.09,28.16,0.44,2.29,0.02
1045,COMM,1.83,-0.04,2.33,1.02,0.93,2.78,0.04
1046,CONE,0.43,0.04,0.21,21.34,1.06,5.1,0.08
1047,COST,0.65,0.03,10.99,35.36,0.69,3.36,0.01
1048,COWN,1.45,0.17,6.27,37.45,0.94,10.03,0.13
1049,CPLP,1.06,0.41,1.98,23.66,0.17,0.56,0.0
1050,CPRT,1.03,0.34,3.93,13.73,0.83,2.1,0.01
1051,CPRX,1.35,0.59,0.43,1.72,0.66,5.36,0.05
1052,CPSS,2.54,0.13,0.47,6.11,0.5,5.49,0.01
1053,CRBU,,,,,,,
1054,CRDF,1.77,0,,,0.73,1.37,0.07
1055,CRIS,2.93,0,-0.43,1.33,0.91,10.19,0.12
1056,CRKN,,0,,,0.07,1.36,0.01
1057,CRMD,2.34,0,-1,2.11,0.29,5.8,0.07
1058,CRNC,,0.12,,,1.02,5.81,0.14
1059,CRNT,1.75,-0.03,0.15,1.77,0.16,2.93,0.03
1060,CRNX,1.32,0,-2.94,4.53,0.95,7,0.05
1061,CROX,1.84,0.35,6.44,5.0,0.95,2.31,0.07
1062,CRSP,2.24,0.5,-6.36,23.84,0.55,1.82,0.05
1063,CRSR,,0.08,,,0.73,4.19,0.22
1064,CRTO,1.07,0.04,2.35,18.25,0.88,10.69,
1065,CRUS,0.87,0.15,5.16,24.09,0.88,3.36,0.03
1066,CRVS,1.65,0,-1.16,2.46,0.64,2.56,0.05
1067,CRWD,1.23,-0.16,0.7,3.76,0.71,4.16,0.05
1068,CSBR,1.22,-0.03,0.16,0.59,0.73,22.63,0.07
1069,CSCO,0.89,0.21,3.4,9.54,0.76,2,0.01
1070,CSGP,0.87,0.13,14.49,137.97,0.99,2.72,0.02
1071,CSIQ,1.4,0.01,3.73,26.25,0.51,6.58,0.13
1072,CSSE,1.56,-0.43,-1.36,5.72,0.62,8.04,0.11
1073,CSTL,,-0.22,-0.99,4.82,0.91,4.98,0.07
1074,CSTR,1.11,0.31,1.89,15.57,0.41,6.03,0.01
1075,CSWC,1.25,0.8,1.9,16.01,0.28,1.41,0.01
1076,CSWI,0.81,0.1,5.16,26.32,0.74,3.9,0.01
1077,CSX,1.17,0.3,4.96,17.36,0.75,2.33,0.01
1078,CTAS,1.46,0.16,10.23,36.33,0.66,2.49,0.01
1079,CTHR,1.0,0.1,0.19,1.58,0.27,0.1,0.0
1080,CTIC,0.76,0,-0.43,0.35,0.59,5.92,0.07
1081,CTLP,2.05,-0.05,,,0.74,5.2,0.03
1082,CTMX,0.7,-0.91,-1.67,2.25,0.82,6.01,0.1
1083,CTRE,1.11,0.46,0.97,9.64,0.91,3.99,0.04
1084,CTRN,1.85,0.07,5.31,16.16,1.02,8.95,0.22
1085,CTSH,1.12,0.1,4.39,20.9,0.93,2.97,0.01
1086,CTSO,0.41,-0.23,0.05,1.78,0.44,8.46,0.04
1087,CTXR,1.53,0,0.31,0.93,0.22,4.38,0.1
1088,CUE,1.77,0,-1.66,2.6,0.6,14.58,0.09
1089,CURI,,-1.09,,,0.22,13.19,0.24
1090,CUTR,1.64,0.04,0.51,3.22,1.08,12.1,0.14
1091,CVCY,0.85,0.34,1.76,19.31,0.49,1.44,0.0
1092,CVET,2.07,-0.02,1.09,11.15,0.98,5.02,0.04
1093,CVGI,3.69,0.02,1.59,3.27,0.69,5.68,0.04
1094,CVLG,1.73,0.01,,,0.59,4.73,0.03
1095,CVLT,0.71,-0.04,3.05,8.48,0.96,2.91,0.03
1096,CVRX,,0,,,0.78,6.28,0.11
1097,CWBR,2.79,0,-0.32,0.26,0.15,9.44,0.06
1098,CWST,0.9,0.12,1,7.27,1.01,4.18,0.02
1099,CXDO,1.53,0.3,0.15,1.45,0.07,4.78,0.01
1100,CYAD,1.49,0,-4.07,2.22,0.07,13.06,
1101,CYBR,1.26,-0.09,0.59,18.12,0.93,6.43,0.06
1102,CYCC,1.22,0,-4.06,5.2,0.53,3.86,0.06
1103,CYRX,0.86,-0.26,-0.21,14.07,0.95,14.33,0.11
1104,CYT,,0,,,0.01,,
1105,CYTH,-0.98,0,,,0.04,1.69,0.02
1106,CYTK,1.31,-2.69,-3.09,0.95,0.95,11.11,0.15
1107,CZNC,0.44,0.25,1.7,18.75,0.28,8.16,0.01
1108,CZR,3.06,-0.26,2.26,22.18,0.95,3.62,0.06
1109,DADA,,-0.34,,,0.23,2.74,
1110,DARE,1.5,0,-0.67,0.07,0.05,0.66,0.02
1111,DAWN,,0,,,0.26,0,0
1112,DBTX,,0,,,0.74,6.46,0.04
1113,DBX,0.89,-0.13,1.52,-0.21,0.88,4.12,0.09
1114,DCBO,1.5,-0.22,,,0.4,0.88,
1115,DCOM,1.18,0.27,3.5,25.43,0.75,8.13,0.05
1116,DCPH,1.41,0,-3.21,8.69,0.77,7.05,0.06
1117,DCT,,-0.13,0.03,5.57,0.74,8.37,0.06
1118,DCTH,0.54,0,-3.54,3.2,0.3,8.67,0.06
1119,DDOG,1.01,-0.07,-0.06,2.66,0.78,4.98,0.06
1120,DENN,1.76,0.09,0.72,-1.59,0.86,8.1,0.07
1121,DGII,1.65,0.03,0.56,13.49,0.88,5.86,0.03
1122,DIBS,,-0.1,,,0.94,6.25,0.06
1123,DIOD,1.06,0.09,4.64,22.48,0.98,4.4,0.03
1124,DKNG,,-1.37,,,0.54,1.65,0.08
1125,DLHC,0.97,0.04,0.82,4.7,0.64,0.8,0.0
1126,DLPN,1.85,-0.18,0.55,2.69,0.11,0.69,0.03
1127,DLTH,0.85,0.05,0.96,5.89,0.29,7.92,0.06
1128,DMAC,2.39,0,-1.48,1.39,0.35,1.92,0.01
1129,DMTK,,0,-1.89,1.58,0.73,7.03,0.18
1130,DNAY,,0,,,0.55,3.71,0.07
1131,DNLI,1.88,0.16,-1.92,9.14,0.76,8.2,0.07
1132,DNUT,,-0.05,,,0.11,4.09,0.06
1133,DOCU,0.84,-0.13,1.84,1.69,0.79,3.9,0.04
1134,DOMO,2.95,-0.35,-0.97,-2.93,0.74,5.69,0.07
1135,DOOO,2.9,0.13,,-5.53,0.75,6.21,
1136,DOX,0.79,0.16,5.2,28.23,0.93,5.78,0.03
1137,DRIO,1.34,0,-2.33,7.29,0.35,4.46,0.08
1138,DRNA,1.08,-0.68,-1.65,1.65,0.85,7.04,0.07
1139,DRRX,1.25,-2.84,-0.26,0.36,0.53,18.66,0.04
1140,DRVN,,-0.02,,,0.97,7.79,0.05
1141,DSEY,,-0.06,,,0.98,6.59,0.05
1142,DSGN,,0,,,0.23,1.44,0.02
1143,DSKE,2.23,0.03,0.49,1.02,0.37,3.88,0.04
1144,DTIL,1.72,-0.46,-2.24,1.03,0.56,5.08,0.04
1145,DVAX,1.23,-0.03,0.2,0.53,0.76,8.95,0.22
1146,DXCM,0.74,0.24,3.33,19.68,1.0,7.53,0.04
1147,DXLG,1.55,-0.04,0.02,0.15,0.46,0.3,0.04
1148,DXPE,2.66,-0.03,1.93,18.35,0.74,6.19,0.04
1149,DYN,,0,-0.38,,1.04,6.23,0.06
1150,DYNT,-0.16,-0.07,-0.1,0.85,0.07,1.92,0.02
1151,DZSI,1.34,-0.11,0.6,4.89,0.37,2.47,0.01
1152,EA,0.89,0.12,6.14,27.61,0.94,1.52,0.02
1153,EAR,,-0.64,,,1.02,3.37,0.1
1154,EBC,,0.11,,,0.49,6.51,0.02
1155,EBMT,0.71,0.24,2.58,23.0,0.54,12.78,0.04
1156,ECOR,1.17,0,-0.34,0.54,0.28,0.91,0.02
1157,ECPG,1.57,0.17,8.55,38.84,1.18,26.18,0.18
1158,EDAP,1.65,0.0,0.22,0.92,0.33,0.92,
1159,EDRY,0.25,0.09,2.04,14.73,0.15,0.3,0.01
1160,EDSA,1.23,0,,0.56,0.15,0.07,0.08
1161,EEFT,1.63,0.04,8.38,26.64,0.97,3.34,0.02
1162,EFOI,2.42,-0.45,-1.06,0.89,0.05,0.28,0.08
1163,EFSC,1.4,0.34,4.12,34.95,0.59,6.69,0.02
1164,EFTR,,0,,,0.92,0.05,
1165,EGLE,1.64,-0.07,7.81,40.99,0.8,5.11,0.17
1166,EGLX,,-0.33,,,0.13,0.96,
1167,EIGR,1.33,0,-1.79,2.81,0.7,6.7,0.03
1168,EKSO,2.05,-0.7,-1.09,3.24,0.17,3.55,0.02
1169,ELDN,1.97,0,,,0.66,2.44,0.01
1170,ELEV,,,,,,,
1171,ELMS,,0,,,0.17,2.88,
1172,ELOX,2.28,0,-0.55,0.07,0.34,1.73,0.03
1173,ELYM,,,,,,,
1174,ELYS,3.68,-0.23,,,0.01,0.19,0.06
1175,EM,,0.07,,,0.03,0.34,
1176,EMKR,1.28,0.14,0.76,3.17,0.79,3.11,0.03
1177,ENLV,0.24,0,-1.6,4.95,0.14,2.64,0.01
1178,ENPH,1.24,0.11,2.7,5.4,0.74,1.53,0.04
1179,ENSG,1.0,0.07,3.9,16.11,0.91,6.47,0.05
1180,ENTX,1.69,0,-0.57,0.32,0.24,0.22,0.01
1181,ENVB,,0,,,0.05,0.39,0.06
1182,ENVX,,,,,,,
1183,EOLS,2.4,-1.72,-0.41,0.53,0.32,4.05,0.06
1184,EOSE,,0,,,0.6,16.75,0.16
1185,EPIX,1.65,0,,2.21,0.82,2.99,0.05
1186,EPZM,1.18,0,-1.98,0.85,0.98,9.96,0.13
1187,EQ,1.62,0,-1.54,3.16,0.3,9.13,0.07
1188,EQBK,0.75,-0.28,2.66,27.66,0.57,3.14,0.01
1189,EQIX,0.33,0.05,9.08,118.08,0.97,2.45,0.02
1190,EQOS,,0,,,0.12,2.73,0.03
1191,ERAS,,,,,,,
1192,ERYP,1.87,0,-2.8,1.32,0.06,0.28,
1193,ESCA,1.37,0.09,1.32,10.19,0.29,8.61,0.02
1194,ESEA,0.84,0.08,1.84,4.07,0.04,0.25,0.01
1195,ESQ,1.16,0.29,2.85,17.35,0.53,9.96,0.03
1196,ESTA,1.07,-0.45,-0.94,3.19,0.58,1.54,0.01
1197,ETNB,,0,-3.47,-88.3,0.99,10.75,0.1
1198,ETON,1.26,-1.17,0.26,0.88,0.34,3.33,0.08
1199,ETSY,1.61,0.22,3.74,5.39,0.91,3.22,0.09
1200,ETTX,1.72,0,-1.45,1.43,0.11,0.93,0.01
1201,EVAX,,0,,,0.05,0.04,
1202,EVBG,0.74,-0.33,0.03,9.48,1.09,14.99,0.14
1203,EVCM,,-0.16,,,0.35,5.13,0.06
1204,EVER,1.28,-0.03,-0.01,2.64,0.77,1.78,0.04
1205,EVFM,-0.49,0,-0.96,0.02,0.3,7.04,0.21
1206,EVGN,0.76,0,-0.74,1.77,0.19,1.63,0.02
1207,EVGO,,0,,,0.26,2.63,
1208,EVLO,1.31,0,-2.2,1.65,0.9,20,0.11
1209,EVLV,,0,,,0.41,3.48,
1210,EWBC,1.89,0.48,5.58,37.26,0.94,2.04,0.01
1211,EWCZ,,-0.02,,,0.7,0.44,
1212,EWTX,,0,,,1.04,22.45,0.08
1213,EXAS,1.29,-0.48,-2.63,21.3,0.91,5.14,0.06
1214,EXC,0.44,0.03,3.03,32.76,0.81,2.93,0.01
1215,EXEL,1.06,0.08,0.92,6.1,0.87,5.26,0.04
1216,EXPI,2.88,0.02,0.7,0.98,0.21,2.96,0.05
1217,EYEG,1.12,0,-0.54,1.26,0.24,0.02,0.01
1218,EYEN,2.18,0,-0.71,0.47,0.1,1.1,0.01
1219,EYPT,1.35,-1.3,-1.45,4.03,0.69,7.98,0.06
1220,FA,,-0.04,,,0.94,0.41,0.0
1221,FANG,2.75,-1.37,10.25,58.97,0.91,1.07,0.02
1222,FARM,1.68,-0.18,-0.58,5.47,0.56,1.37,0.05
1223,FAT,2.14,-0.65,0.52,-5.56,0.07,0.29,0.0
1224,FATE,1.67,0,-2.16,4.38,0.96,11.28,0.18
1225,FB,1.3,0.37,15.2,47.05,0.81,2.07,0.01
1226,FBIO,2.44,-0.63,0.06,1.09,0.3,2.35,0.01
1227,FBIZ,1.07,0.27,3.1,24.83,0.64,1.23,0.0
1228,FBMS,1.14,0.32,2.68,30.64,0.63,4.12,0.01
1229,FBNC,1.26,0.35,3.45,30.78,0.74,22.48,0.08
1230,FCBC,0.59,0.34,2.32,24.21,0.41,4.1,0.01
1231,FCCY,0.72,0.29,1.78,18.63,0.4,0.22,0.0
1232,FCNCA,1.23,0.3,78.89,440.22,0.59,12.89,0.12
1233,FDMT,,0,,,0.6,3.42,0.04
1234,FDUS,1.96,0.98,1.5,16.9,0.25,1.41,0.01
1235,FEMY,,0,,,0.05,0.13,0.0
1236,FENC,0.09,0,-0.23,0.96,0.56,11.48,0.08
1237,FFIE,,,,,,,
1238,FFIV,1.05,0.11,11.62,33.44,1.03,5.4,0.05
1239,FFNW,0.56,0.24,1.01,16.71,0.42,6.97,0.01
1240,FFWM,1.56,0.36,2.32,15.95,0.66,4.76,0.02
1241,FHTX,,0,,,0.62,6.12,0.04
1242,FISI,1.21,0.32,3.11,28.75,0.69,4.2,0.01
1243,FISV,0.89,0.07,6.42,47.78,0.93,2.88,0.02
1244,FITB,1.49,0.32,3.23,28.78,0.84,2.53,0.02
1245,FIVE,1.26,0.09,5.54,16.62,1.0,5.28,0.04
1246,FIXX,-0.42,-2.71,-2.63,3.9,0.7,6.54,0.06
1247,FLEX,1.57,0.03,1.55,6.78,1.03,2.52,0.02
1248,FLGC,,0,,,0,0.14,0.0
1249,FLMN,1.9,0.05,0.35,2.94,0.63,1.82,0.01
1250,FLUX,0.73,-0.51,-0.82,0.73,0.31,5.84,0.08
1251,FLWS,1.7,0.06,1.97,7.69,0.82,5.54,0.27
1252,FLXN,1.34,-0.93,-0.76,-0.78,0.92,3.74,0.12
1253,FLYW,,-0.16,,,0.93,4.87,0.04
1254,FMBH,0.96,0.21,3.52,33.36,0.37,9.45,0.01
1255,FMNB,0.96,0.38,1.45,12.3,0.43,8.79,0.02
1256,FMTX,,0,,,0.92,11.05,0.09
1257,FNCH,,0,,,0.14,3.41,0.01
1258,FNKO,2.45,0.02,1.12,6.79,0.86,4.12,0.27
1259,FOCS,1.22,0.01,4.23,11.0,0.98,5.47,0.05
1260,FORM,1.38,0.11,1.76,9.88,0.94,2.59,0.02
1261,FOX,1.15,0.17,2.35,19.01,0.56,2.42,0.01
1262,FOXA,1.15,0.17,2.74,19.01,0.98,5.68,0.04
1263,FPAY,1.25,0.01,0.49,-0.52,0.26,0.17,0.0
1264,FRBA,0.97,0.34,1.44,12.51,0.43,3.87,0.02
1265,FREE,0.23,-0.14,,,0.71,9.33,0.06
1266,FRG,1.88,0.02,,,0.68,6.48,0.06
1267,FRGI,2.23,-0.01,0.28,6.03,1.01,13.41,0.12
1268,FRLN,,0,,,0.34,1.4,
1269,FRME,1.27,0.38,3.39,33.47,0.74,2.63,0.01
1270,FRPT,0.63,-0.05,0.69,16.69,0.98,4.45,0.04
1271,FRST,1.08,0.32,,,0.76,6.13,0.01
1272,FSBC,,0.55,,11.94,0.07,1.26,0.01
1273,FSFG,0.9,0.18,8.84,73.05,0.3,0.8,0.0
1274,FSTR,1.08,0.02,1.08,16.64,0.65,1.33,0.01
1275,FSTX,,-2.21,,,0.39,0.39,0.01
1276,FTCI,,-0.12,,,0.04,1.81,0.07
1277,FTDR,0.64,0.07,2.05,-0.54,1.06,7.35,0.03
