,Recent headlines and conversations for CSCO,Polarity
1464,So many of today's crime-infested cities are Demoncratwhy is that?,-0.0119
1465,Futures love Trumps speech If only we could get him to do a speech daily,0.615
1466,"Stock futures are red, just like Byedungs national flag",0.5729
1467,The GOP is now the Soviet Communist Party circa 1979 — and headed for a similar fate:,0.0586
1468,Don't hate on NAMBLA.,0.4441
1469,So has Joe accomplished anything? Other than killing jobs and crashing the stock market?,0.685
1470,demtard from cnbc yesterday said the stimmy money will go into stocks we all know the trash will spend it on drugs and spinning rims for a car that hardly runs snicker,0.1091
1471,PHOTO EVIDENCE: Dominion Voting Machines Have “Made in China” Labels,0.0278
1472,NOT MY PRESIDENT!!!,0.2814
1473,market pulling back joe is already failing us lock them up,0.3848
1474,Dow 40k coming.God Bless.,0.4215
1475,I got mine! Moderna,0.2672
1476,"The real culprit? Texas relies mostly on natural gas, and its power grid was poorly prepared to deal with severe winter conditions after years of deregulation, as energy experts told The Washington Post.LOL!",0.8095
1477,Go woke go broke!,-0.4768
1478,highest rated cable news network with the highest rated show... smicker not Faucx nuuz .....,0.6082
1479,Jimmy Carter said we were going to run out of oil very soon.,0.2016
1480,"Who Knew? Garth Brooks ""Friends in Low Places"" was so far ahead of it's time?",0.2857
1481,He was really top notch in Home Alone 2 though,0.7015
1482,Last year the older fredo thought he would be president one day Now he’ll be lucky to stay out of prison Lmao,0.7241
1483,"new ETF announced, it tracks GOP senate inside trades great returns",0.229
1484,"60 carjackings a day just in chicongo, roflmao demtard cities have nothing to offer",0.7336
1485,Cisco on mad money tonight....maybe they're finally understanding they need to promote themselves....get in before this takes off!!!,0.3144
1486,Bye (what is it rhymes with spoon?) Oh I know but BYE!!!,-0.6346
1487,Virus vaccine... You can thank trump for doing in 6 months what Democrats couldn't do in 5 years.Thank God for the GREAT President Trump.,0.9072
1488,my ZM was up 40 now down 2.00 joe is a career failure,0.1308
1489,Rodney covid positive illegals being set free in our country,0.8457
1490,Why hasn't Joe appointed any BLM activists to his cabinet? I thought he supports POCs.,-0.0379
1491,democracy is dead in America and it will take .miracles to revive,-0.5167
1492,Finally broke above the channel. Earnings better be stellar.,0.5887
1493,"At least now, pancakes abrams can let herself goLOOKOUT wafflehouse!",0.2114
1494,God bless fossil fuels!,0.636
1495,"With millions of Texans still without power or running water amid a devastating winter storm, The View’s panel initially took aim at complete failure exhibited by the state’s Republican officials, who have ludicrously attempted to blame Texas’ power outages on the Green New Deal.“The truth is that a privatized, deregulated energy system is at fault, and they knew they had problems to fix, and they’ve known this since 2011, but they didn’t do it,” host Whoopi Goldberg noted.McCain, the show’s resident conservative host, immediately decried the entire situation as “awful,” insisting that there’s a “lot of heads to roll and a lot of people to blame” over the debilitating loss of power and utilities during the storm.From there, McCain focused her attention on Cruz—who has criticized other politicians in the past for traveling in the wake of local or regional crises.“What’s not helping right now is the fact that senator Ted Cruz is seen on a flight with his family to Cancun right now,” she declared. “I was looking at Twitter in the commercial break. He’s apparently on a flight back home to Texas right at this very moment.”“I’m sure there’s going to be a lot of media waiting, asking questions, but to, like, literally flee your home state while people are freezing to death, to go to Cancun is a very Marie Antoinette,” McCain added. “One of the worst optics I could come up with in an era where there’s been a lot of bad political optics.”",0.8977
1496,"The move has raised two concerns. Unlike those arriving at airports from abroad, illegal immigrants do not arrive with a negative COVID test and CBP does not test unless symptoms are obvious. So even though officials know nothing about the migrants' travel or medical history, they're being dropped off at the nearest bus station and could be spreading the virus.",-0.2748
1497,Joe taking credit for Trump's vaccines and Trump's stock market.,0.8158
1498,Cisco has one of the strongest balance sheets in Silicon Valley. Let’s make it count for something this year! Let’s see this stock price double up this year!,0.877
1499,Thank God I live in a state with no state taxor sanctuary citiesthanks again,0.4697
1500,"Billions in damage across the South prompts focus on who’s to blame, and who will payJoe Bidens name will be on the checks bailing out Texas. Lol.",-0.7164
1501,"When I am in the hospital, I don’t want the most qualified doctors taking care of me, I only want people who were hired on the basis of skin color.",0.8386
1502,Fact: The green new deal is Bee Ess!,0.3678
1503,Joe is busy fixing Donalds screw ups.I bet DJT wishes he had not wasted so much time golfing and tweeting,0.5272
1504,Mares is being run off the site but thinks it is running it.,0.3896
1505,Buy csco now it will be going up....,0.0862
1506,1400 will cut poverty in half ??? Half???Where were they living tent city??,-0.6975
1507,"Some demtards think the move up for the Dow, which is only 30 stocks, is significant.",0.5553
1508,"Anonymous1 minute agoWhy, during a pandemic, does Bidung waste one second on enriching the lives of illegals?anon, people are standing in food lines and the harris admin are worried about putting get oh trash on a 20.00 ????????deys will stay broke and forever blame everyone else for deys failures FACT",-0.9083
1509,"CSCO lost the guy who started Zoom, now what has Zoom done lately? This is a problem with this stock, they lose the guys with good ideas.",-0.3295
1510,"Americans Send a Message as Politicized, Vulgar Grammys Suffer Shocking Ratings CrashAccording to Variety, the program ended up with an average of 8.8 million viewers and a 2.1 rating in the key 18-29 demographic. Last year’s show had an average of 18.7 million viewers and a rating of 5.6, amounting to a stunning 53 percent drop for 2021.",-0.3357
1511,Stock market is reacting to Q4 2020 economic data. MAGA.,-0.0087
1512,Joe admitted he lied about his pandemic playbook when he said the virus will simply have to run its course.,0.7853
1513,Mr Joe: I did learn a lot I just don’t know what I learned except that I am President and that other fellas is not.,0.8014
1514,Stan says 1400 checks have solved the poverty problem Roflmao,-0.665
1515,Good News! House Democrats unveil full $1.9 trillion COVID relief bill with minimum wage increase.,0.9276
1516,"Disorder at the border, by executive order.I doubt that our CIC has any idea of the ramifications of the documents his handlers shove in front of him for his signature. - Thy Willby Dunn",-0.5476
1517,Why does Joe always raise his voice at POC reporters when they ask him tough questions?,0.5956
1518,How will joe create jobs? Will he use Obama’s “magic wand”?,0.7314
1519,If this stock was a show it would be little house on the prairie. What an absolute bore,0.3855
1520,"See how quickly they pulled the list of scientific laws?do,do,dodo,docan't rewrite dat",0.6686
1521,"Respectfully, you Trmp fellas have always been poor market traders,",0.0351
1522,Joe's action so far has gaso up to the point thatwhatever they may 'give'' folksit will go to opec and russia,0.2658
1523,"Hey SNOWROOMS.....YOUR Generation has another climate change problemSince YOUR generation will be paying the estimated $17 Trillion cost related to the climate project (China & India pay $0)....be aware of the following.A third of top UK firms emit enough CO2 to push up global warming by 2.7CThree out of 10 of the UK’s biggest public companies emit carbon dioxide at a rate that would contribute significantly to the climate crisis, according to analysis that shows the scale of the challenge for corporate Britain to cut emissions to zero.Thirty-one members of the FTSE 100, the index of Britain’s largest listed companies, are emitting carbon dioxide at a rate consistent with global temperature increases of 2.7C or more by 2050, according to analysis by Arabesque, a company that provides climate data to investors.Don't forget the additional 1,400 coal plants China wants to build around the world....ENJOYP.S.....Thanks for the additional $1,400 the wife and I are getting....",-0.0909
1524,Mares gets to post at night when nobody cares.,0.5107
1525,Big Stimulus followed by a Very Big Infrastructure Bill. Expect a V shaped recovery.,0.7276
1526,CNN reports that New York Gov. Andrew Cuomo has been pleading with lawmakers for support and even threatening political retribution against Democrats who have criticized him in an aggressive effort to contain political fallout from revelations that his administration had concealed the full extent of nursing home-related deaths during the Covid pandemic. Goodness. CNN? - Thy Willby Dunn,-0.5713
1527,"If not for dem shenanigans and fraud DOW would now be close to 40,000 and unemployment rate under 3%.Dems are bad for Americans.",-0.8735
1528,I’m not worried about what the Forensic Accountants will discover in Ex President Trumps returns and supporting documents.,0.581
1529,Diversity didn't make this the greatest country everit was being able to excel DESPITE diversity which acts like friction in mechanical systems,0.9291
1530,There aren't enough jobs for your kidssoold coot brings in MORE,0.0297
1531,Buy the dip!rally coming!,0.3076
1532,"Our new Commander in Chief is having difficulties finishing a thought, much less putting two complete sentences together. That is worrisome.- Thy Willby Dunn",-0.5683
1533,John Kerry says Earth has 9 years to avert the worst consequences of climate crisis: “There’s no faking it on this one”I wonder if he would be willing to place a BET?,-0.9035
1534,Ya think maybe somebody slipped the Twinkie a bad weinie and it went to his head?,-0.524
1535,Mares I jess left ya lunch in the white bowl. You know which one.,0.2296
1536,Most PITIFUL INAUGURATION ever!!!! BARF!!!,-0.727
1537,Gunshots fired inside now. It's getting nasty,-0.8036
1538,this is all I see when Mars types something,0.1149
1539,Millions of illegals crossing the border They heard Joe was handing out 1400 checks to everyone but the honest working man,0.8189
1540,PO Mares!!!! Snicker Snicker Snicker!,-0.758
1541,Joe preparing for his speech to America.,0.532
1542,eddie promises he's gonna stick it to the libs.....just wait and see.....snicker,0.625
1543,Why aren't there an equal proportion of Asians in the NFL and NBA? Where is the diversity?,0.3985
1544,"Yes, most small business owners are responsible for encouraging illegal immigration",0.6175
1545,"Uncle Joe is already increasing unemployment, with the stroke of a pen.",0.2626
1546,with the market closing green it seems traders may already know the election results mitch will remain in charge joe and kamala will answer to mitch,0.4516
1547,"Now 5th victim, and the day is just starting.",-0.0954
1548,interesting .. did not know thisday 1442... Barry Hussein approval rating 11% higher than Donald J Corleone,0.7969
1549,"Surveys say most of Stimulus will go into stocks. My gain, your pain. LMAO at you little youngsters.",0.659
1550,Joe doesn't even view the US as a sovereign nation. Why did he cheat so hard to be the US president?,-0.5812
1551,The rest of the world is getting hit by high oilwe got to sell these refrigeratorsandcolor tvs,0.7609
1552,"mario2 minutes agoI know - but I told you anywayI will not be getting a checkso you have no clue ???? lmao your demented leader promised 2000.00 and there is no way he will deliver, what do you think about that????",0.9027
1553,America is rejoicing.The Con Man is RETIRED!!,0.1808
1554,"Demtards, just to confirm, the only covid stimulus checks you got were from Trump? That's right.",0.0242
1555,"Libs and Dems openly celebrate their election theft.That says it all, doesn't it.",0.5694
1556,Rudy is weak sauce,-0.5335
1557,Obama made tons of speeches and still does.,-0.0652
1558,"The human toll of President Joe Biden’s failed border policies is staggering as a report claims on child migrant center in Texas is at 729 percent capacity while children are forced to sleep on the floor.Biden, who Mexican President Andres Manuel Lopez Obrador recently called the “migrant president,” account to Reuters, has taken what was a stable region on the border under former President Donald Trump and transformed it into an outright humanitarian crisis.His administration, of course, avoids using the word “crisis” when describing the situation.",0.8388
1559,Trump is gone! And Joe works for us! You better learn how to speak Chinese America...,0.8488
1560,Now we need to make both Washington DC and Puerto Rico states. DC has more people than North AND South Dakota combined!,-0.304
1561,Nick40 seconds agoGood Question. How do these little children from Central America climb over the Border wallIt’s called hard work and dedication Something demtards know very little about,-0.2002
1562,"Khweer Leader finally got his GE dividend, but he only owns two shares.",0.7443
1563,So the X got served...just the start of many,-0.0064
1564,I'm fortunate to have a quick mind and lucky to be financially comfortable,0.8698
1565,"Norway, Sweden and Iceland use wind turbines without problems. MAGA got busted on that excuse",-0.1443
1566,"Mary Balderrama, Leonor Rivas Garza and Eva Ann Martinez were arrested alongside Ramirez. WOAI reported their charges.Balderrama faces one count each of organized election fraud and fraudulent mail ballot application, nine counts of illegal voting, eight counts of election fraud, and two counts each of unlawful possession of ballot or ballot envelope, unlawfully assisting voter voting by mail and tampering with government record. CROOKED DEMTIRDS",-0.9552
1567,Joe: There was no vaccine when I came to office.,0.8888
1568,tell that dc mayor ( just a glorified janitor ) to stick her curfew up her asp maga,0.5525
1569,"Build Back Better...but first, destroy the economy.",-0.5653
1570,Joe is the President.,0.5665
1571,Hot Pockets having another bad day.No inauguration. No nothing.,-0.572
1572,"As hair plugs posts about private citizen Barack, who’s been out of office for over four years after winning the popular vote AND electoral college TWICE.....and don’t for the Nobel Prize.",0.9364
1573,"Based off merger cancellation, is it time to sell???",-0.295
1574,They should start cloud services based on their hardware .,0.0764
1575,"""They"" want you to buy and hold while ""they"" trade and get wealthy !",0.7085
1576,Now they're yappin about another stimulus checkI still have touched the last two,0.0152
1577,Make no mistake the vandals were antifa escorted into WA for the protest. Two bus loads full.,-0.2004
1578,"So True, both production and distribution of the Vaccine is well ahead of schedule now. The result of real leadership",0.8284
1579,"Average customers in Texas being hit with $5,000 electric bills.....how's that no regulation thing working out for ya? You just paid more in a month in than I will pay in taxes in my high tax state and your bills may not be going down very soon.....and now you want a socialist bailout?....too funny",0.5868
1580,What happened to Guilfolye? Accident? Fire?,-0.712
1581,As I predicted futures are red No real trader had any faith in the little rally,-0.1427
1582,when can we expect our reparation checks ????thanks in advance,-0.3225
1583,Biden support from Asian Americans has soared!,0.4344
1584,CSCO must spin off WebEx - look at the market cap of Zoom. Big corporations will not use Zoom given the inherent security flaws in Zoom. WebEx should be valued more than Zoom,-0.4247
1585,"""promised to do better""lolThat is a good one.",0.7398
1586,"Target beats says nothing about guidance and the stock goes up, Cisco beats and UpChuck opens mouth and down the stock goes. Anyone notice something?",0.5247
1587,Why is Black history month the shortest month of the year? Seems kinda odd... never mind it’s kinda obvious actually.,0.1282
1588,mares how much will the stimulus checks be for ?????,-0.4035
1589,But she is a white gurl Dave you guys would marry her in a minute!,0.297
1590,Looks like Joe's stock market is crashing again. He really hates America.,0.1989
1591,Pancakes abrams had plenty of time to stir the potmostly becauseshe didn't waste time on grooming,0.4403
1592,"Where is the lumberjack mogul? Busy trading options ""contacts""? Lols.",0.2947
1593,Obama is eating Lobster.God Bless himDow and Nasdaq doing really well too,0.5677
1594,tonight will be funmaga,-0.1059
1595,$CSCO $WIMI $NIO I don't care what the futures are doing at the moment. Nothing will stop massive influx of buying products very soon. Make the bears homeless,-0.3534
1596,"How the 1st US city to fund reparations for Black residents is making amendsUp to $25,000 per eligible resident for housing will be distributed this year.-------------------------------------------------------I agree with Reparations....you Snowrooms who had nothing to do with Slavery should pay reparations to people who may or may not had relatives who were slaves....after all you SnowRooms are white so your guilty....of being white....PS....Still waiting for my $1,400...the wife and I want our reparations also...",-0.3037
1597,"Joe: My ankle is still healing, that’s why I fell twice getting on the plane.",0.6378
1598,"Florida, California Took Opposite Approaches To COVID... With Virtually Same ResultActually, Florida looks better by almost every measure...",0.8696
1599,"Washington Times: Under Mr. Obama, the total national debt has climbed to $19.3 trillion; it was about $10.6 trillion when he took office in January 2009.",0.1531
1600,Hey Joe...when are you going to shut down more pie_lines...my 0il stucks are doing great....thanks.,-0.2308
1601,"UN: Climate Change May Cost $20 TrillionGlobal warming could cost the world up to $20 trillion over two decades for cleaner energy sources and do the most harm to people who can least afford to adapt, U.N. Secretary-General Ban Ki-moon warns in a new report.---------------------------------------guess who will be paying most of it.....YOU SNOWROOMS...China & India thank you picking up the tab....your free college money is coming....just hang on...",0.6238
1602,Green energy scam on full display.,0.0033
1603,"Ron, quit living in the past. How about a system right now where lazy people don't get free handouts?",-0.7091
1604,Remember when Rush celebrated Jerry Garcia’s Death?,-0.0861
1605,Neil Tyson is a lib type scientisthe figures we are living in a simulationLOL,0.1982
1606,All other foreign stock markets are up. Only the US indexes are down. Typical of Joe to enrich other nations at our expense.,0.7993
1607,Hey Dems...,0.1939
1608,Flyin’ Ted Cruz needed police protection at the Houston Airport when he returned from Mexico.,0.0091
1609,"i like high oil pricesof course i own XOM, BP, Hal and various other pipeline companies",0.8823
1610,Joe tripped and fell 3 times going up stairs to Air Force 1. That’s what happens when 80 year olds pretend to be 30 year olds.,0.4595
1611,"The white house chefs have an easy job, Joe only eats a steady diet of oatmeal, but it needs to be pre chewed for him.",0.8012
1612,https://scontent.faus1-1.fna.fbcdn.net/v/t1.0-9/160606881_3992916444062552_1353380895279724668_o.jpg?_nc_cat=103&ccb=1-3&_nc_sid=8bfeb9&_nc_ohc=AvQL1oewPuYAX-RzS_S&_nc_ht=scontent.faus1-1.fna&oh=867d6a3022195fec8af6955391903eee&oe=6078EA1F,0.0
1613,"Among those arrested was Medina County Justice of the Peace Tomas Ramirez, who is facing one count each of organized election fraud and unlawfully assisting voter voting ballot by mail (i.e illegally helping voters who cast their ballots by mail) and 17 counts of unlawful possession of a ballot or ballot envelope.",-0.2472
1614,Get over it Chip.,0.1583
1615,Juan10 minutes agoHow will joe create jobs? Will he use Obama’s “magic wand”?Something tells me Joe and b rock Played hide the magic wand together Snicker,0.9408
1616,55 to 45Guilty as Chargedhave a super weekend,0.6666
1617,God forbid if CSCO doesn't have incredible earnings and outlook or it will back to mid 30's ..... been with CSCO a LOOOOOOONG time and the pattern is always the same ..... Maybe if I get out before earnings it will finally fly,0.0595
1618,"It is nice to have a Normal, Decent, well adjusted Human Being as POTUS again. I don’t miss all the drama and turmoil caused by the Ex-President.",0.5278
1619,The inmates are no longer running the asylum. What a relief.,0.3727
1620,Joe: I’m doing away with Warp Speed and going back to Swamp Speed.,0.6158
1621,"Joe is the biggest welfare recipients of all! Free housing, free food, free airfare, free everything!",0.9581
1622,Joe - best market in history!Higher approval rating than Donny after only 4 weeks.True Maga!@,0.9174
1623,FYI If you turn your charts upside down Joes market looks great Maga,0.7999
1624,I'm glad we have a president to protect our feelings instead of a president to protect our lives.,0.8204
1625,Look at Harry and Mario go!,-0.0953
1626,Certainly it would have been better if the last guy created a few jobs instead of doubling UEJoe will do better IMO,0.8931
1627,Most Americans voted for Joe.They are proud patriots.Buy this market. Check out TSLA,0.62
1628,CSCO President Biden’s Approval is 62% and rising,0.7707
1629,Montana became the 18th state to end its concealed carry permit requirement when Gov. Greg Gianforte (R) signed House Bill 102 on Thursday.------------------------------------------------------Boom!,-0.2422
1630,I have tuned my American flag upside down. This country is in distress.,-0.2524
1631,He will spend more time in court than on the course.he will never see Washington DC again IMOFinito,0.235
1632,"The most savvy tech investors are in the ghetto, once they get those stimmy checks, Dogecoin to the moon!",0.3385
1633,we will never accept the media's rhetoric we will never trust again America democracy is dead,0.0818
1634,"Or, as Michael Webber, an energy-resources professor at the University of Texas at Austin, put it, “gas is failing in the most spectacular fashion right now.” (A nuclear power plant also went down, likely as a result of freezing temperatures shutting down cooling systems or sensors.) But but windmills!",-0.1258
1635,"Bumblin' joe, bumblin' joewhy you bumble, no one knowsOn our tax dime, that's how you've grownWho can respecta bumblin' joe?",0.8171
1636,USbank using Cisco secure email encryption service for 2nd round of PPP Loans.,0.2371
1637,10 yr yield rising. People dumping treasuries. Nobody wants Joe's funny money.,0.7664
1638,If you turn your charts upside down Joes market is the greatest in history Snicker,0.6587
1639,Besides that you have that all turned around Mattress Stain!!!,-0.3159
1640,At least Donald can retire in peace in Florida.There is much upside to that.,0.6556
1641,The dodo went extinct when it lost its survival instinctI'm not just talking about bidet here,-0.1131
1642,Best play on EV recharging would be a diesel generator IDJUT!!!,0.8011
1643,I used to criticize Demtard policies that kept demtards in poverty. Now I just laugh Lolz.,0.4126
1644,under 40,-0.0616
1645,Bunny Wailer died. You Libtirds should turn the laptops off and mourn all weekend. Do the right thing!,-0.6797
1646,"AOC's Ministry of Truth""Rein in our media environment."" Ah yes, nothing like the government deciding what is ""truth"" and what is not. That doesn't happen just in fiction novels, but also in real life in 2021. China and North Korea and Iran come to mind. We deserve an AOC is cra-cra daycomplete with piñatas of those small alcohol bottles",0.9568
1647,Report: At Least 9 Shot Friday into Sunday Morning Across Mayor Lightfoot’s Chicagogood thing it's black history monph,0.2577
1648,"Ted Cruz books economy flight back to Texas after Cancun vacation goes viral, records suggestThat Dominican Republic Trip was a ELRUSHBO classic IMO",-0.4651
1649,DT has SO MANY stats that we never heard about WHY IS THAT?,0.5159
1650,protest across the country stop the steal maga,-0.6866
1651,Mares IDs have varied degrees of IQ. They range from hat size to waist size but none over 54.,-0.0987
1652,NEW TARGET PEOPLE OR HEAD OF HOUSEHOLD MAKING 65.000 OR LESS WILL BE ELIGIBLE FOR STIMULUS MONEY,-0.7892
1653,Joe's market is at 30kI like it!,0.4072
1654,"As president, Obama hated our military and hated being around any members of our military.",-0.8843
1655,HUGE NASDAQ rally today.Funny that the retired golfer said only he could do what Joe is doing easily.have a great day!,0.9202
1656,Texas should have bought the GE turbines instead of the cheap Chinese made ones. Big Mistake.,0.2348
1657,"Iceland called, said their windmills work fine in severe weather. Willing to teach Texans how to keep the lights on in bad weather",-0.3568
1658,Joe's stock market can't survive with a 9 bps increase in the 10yr treasury.,0.5213
1659,couldn't even close on the highs joe is a failure loved by broke failures,-0.0548
1660,Low rates. Great time to issue debt.,0.1459
1661,"Texas man whose power stayed on gets a bill for $16,752! Way to go Gov. Abbott and Sen. Cruz!",0.6833
1662,"Do you need a $15 per hr. job.....you may not get it with all the new dim_o_crates coming over...they are hard workers....my friends that own business always go for the new dim_o_crates over the local's....work all day, show up every day....",0.7567
1663,Bidung is having a party for all his friends,0.6965
1664,Chip is a liberal Peter Oscar Sally. No surprise how he feels.,0.2838
1665,"Mario thinks he is the boss of the CSCO message board. At least, that what he put in his Linkedin profile.",0.3131
1666,the home bois will never stop blaming white e for their own failures it's their own fault they're stuck in the get oh with no parents these are facts,-0.8836
1667,The country is officially now in the hands of the un- and under-educated. And that's a fact. God help us through the next four years.,0.6816
1668,Stock market is correcting to price in Joe's future failures,-0.4424
1669,Joe lied about not having any conversations with Hunter about his business dealings.,0.4728
1670,I guess we're getting close to the annual dividend announcement.Last year it was up by 4c. Not holding my breath for this year though :-(,0.6876
1671,Pence seen entering the White House......oh to be a fly on Mike Pences’ head.,0.2578
1672,how is csco debt?The current U.S. federal budget deficit is projected to be $3.3 trillionand 6 times as much budget deficit as the last year of 44th president,-0.7914
1673,Joe is raising taxes.,0.5853
1674,"mario2 seconds agoTo be clear, there are no credible reports of 'the big guy' taking a dime.Let's try to stay reality centric.Thanksto be clear he's never denied it, why ???? and you would lying if you pretend you don't know who the big guy is",-0.2677
1675,"A strong earthquake struck today, off northern Japan. Members of the Democratic Party are looking into the possibility it was caused by our previous president.- Thy Willby Dunn",0.6008
1676,"OK, everybody just calm down. The important thing is he’s GONE. Finished. Powerless. An Ex President, or if you prefer “the former President”.",0.5696
1677,Does it hurt Mares? Does it OUCHEY? GOOD ENJOY!!!,0.7556
1678,I need the nasdaq to tighten up - though my WMT short it beautiful!,0.5609
1679,Nancy wins again.,0.5888
1680,Cisco is poised to soar,0.5444
1681,This is a peaceful protest.,0.3157
1682,Joe lied about working in a bipartisan manner.,0.286
1683,You know the thing?,0.1281
1684,"Good thing Joey isn't flubbing up Warp Speed DJT put in place. DJT's plan is working perfectly, despite Joey's incompetence.",0.7228
1685,Thinking of a word but jess can't say it without getting banned. But you know what it is doncha Mares!!!,-0.5042
1686,"Hey SnowRooms.....any of you figure out how you are going to replace the 19.4 million barrels of oil the U.S needs each day yet?How many green wind farms, solar farms, battery farms, electric vehicles, etc do we need to replace the oil....??? Don't forget to replace all the gas stations with 'green stations'....When you're done....figure out how to replace our coal and natural gas needs also...",0.9477
1687,Who voted for Kamala? Tupac?,0.1381
1688,"We’re going to see a rapid, robust Recovery! 6,7 maybe even 8% GDP. Historic.",0.3036
1689,Good Thing Bye_hen has a teleprompter to read from....otherwise he be looking into space...,0.5996
1690,Stock futures are tanking because there is no future with Joe.,0.197
1691,SICK: Wuhan Lab Eligible To Receive US Taxpayer Funding Through 2024SURREAL,-0.5445
1692,May have a tray-vel band in Floral_da Bye_den Admin may put band to punish the R administration.....that's the Mark-lis way....D-Stroy D ene_me,-0.0424
1693,Those young ladies better hope fredo doesn’t know Sammy the bull Snicker,0.8143
1694,Sell facebook and Twitter,0.1719
1695,100 points off days high now no follow through from joey b,0.0256
1696,"Even the simplest life forms on this planet can manage to flourish, yet, certain humans can't find a way to get by without being a parasite to other humans?",0.5619
1697,Dems are always telling us how smart they aresowhy didn't they sound the alarm bell?Where the hell was Neil tyson?even I wrote that not releasing about 10 ^24 BTUs would have an impact,-0.5893
1698,"Psaki says that the president has been directing his ""energy"" and ""focus"" into getting plenty of restful naps.- Thy Willby Dunn",0.4623
1699,Rigged elections have consequences.,-0.3497
1700,Dave’s post disappearing faster then his parents once the gubment check stopped Snicker,-0.413
1701,Glad you took my advice.,0.5348
1702,Somebody up there doesn't like Reeeeking very much!!! UH HUH,-0.6658
1703,"Gov. DeSantis’ proposed law on fining Big Tech companies may have some teeth, attorney saysbest gov everbig companies ain't the boss of meLOL",0.7539
1704,"Market is closed Friday, if you want the dividend you need to own the stock by the end of day on Thursday 12/31.",0.4218
1705,If I claim to identify as a 16 year old girl can I go to the local all girls high school and shower with them ??Thanks in advance,0.8706
1706,SCANDAL FREE? JOKE OF THE DAY HANDS DOWN!!!,0.3803
1707,"""Progressive Slavery"" The Democratic Party created and caters to a welfare class - which means people (like the leftists who post on this site) who refuse to make a genuine effort to work, even though they are healthy. They are now slaves to the leftist party.- Thy Willby Dunn",0.2369
1708,Drudge might need to update folks on something IMPORTANTLOL,0.1497
1709,Mitch McConnell “Lock him Up”!,0.0
1710,James35 minutes agoRep. Kevin McCarthy (Q-CA) has a brewing civil war inside his party. Could be longRep Matt Gaetz (Q-FL) is making things difficult for him. Gaetz wants to be Leader.,-0.4878
1711,BIDUNG has not said a word about the NATURAL DISASTER In TEXAS and the South EAST ...W U T i s WRONG with him ???!,-0.9012
1712,Joe's stock market is crashing!,0.2427
1713,Joe said Cuomo was the gold standard for handling Covid. Hahaha.,0.8127
1714,mares1 minute agoWhy haven't demtards policies uplifted POCs out of poverty yet?50 years voting demtard and Dey’s still broke in the get oh They blamed statues and Dey’s still broke in the get oh These dem leaders have held their base down and they don’t even see it Lmao,-0.7231
1715,"mares still talking about the obama market thats why deys stay broke, stuck in the past, deys blame statues roflmao",0.0246
1716,Amarillo sees coldest day in 125 years Glo bull warming,0.1384
1717,Relax guys it’s ok to put kids in the Obama cages Joe painted them with butterflies,0.8195
1718,"cy1 minute agoWould 'those' people get $2k and pay their back rentorrent a uhaul and runleaving landlords holding the bag?cy, deys will spend it on gold teeth and spinning rims for a 30 year old car that doesn't run so deys can look shive FACT",0.4143
1719,Rafael your CAPS lock is on. Just saying. lolz.,0.6281
1720,"Mars again, another margin call",0.1401
1721,"Raise taxes, raise min wage, increase regulations. Hmm, sounds like a recipe for economic disaster. Lols.",0.1413
1722,"We are -- if you look at China, China, as great as they are and they are great, they are near the capability of our geniuses in Silicon Valley that walk around in undershirts and they were not $2 billion a piece."" June 10 (CNBC phone call)Wait, people walk around in $2 billion undershirts? Or they don't? Either way -- our geniuses are better than China's geniuses, I guess",0.9456
1723,"Beau was, and still is, the better son.",0.6312
1724,With after hours down 4% looking like report is another bad one....here we go again....,-0.2666
1725,CSCO still a good price.... E Jean Carroll should buy some with her windfall?,0.6623
1726,If bydung has all the solutions why isn't he sharing them with everyone right now?,-0.096
1727,Some call this a 'buying opp'Others call it 'maize',0.5147
1728,"The Byedung stock market is built on debt, lols.",-0.197
1729,"Joes be in office for 6 weeks so far and ain’t done tihs. Oh yeah, he’s totally trashing the economy, and bailing out crime ridden poorly run Demtird cities.",-0.0376
1730,"One of the few large cap companies on Wall St. that has more cash than debt. I would like to buy it, but would rather buy it at 42, so am being patient.",0.6111
1731,Looks like Mars got a margin call. lolz.,0.752
1732,CSCO stock will recover soonSnowflake the poodle will need therapy and treatment for frostbite,0.7052
1733,"Average Free Cash Flow from last 5 years is $13.5bn. 13.5x17.5 P/E (Conservative) = $56 Fair Value. On the low end, $48 is FV. Happy to buy more. I am not here to ""go to the moon"" (insert eyeroll).",0.8787
1734,Did anyone weaponize the FBI against Obama to usurp his presidency?,-0.5461
1735,They’re Celebrating in Australia where it’s already 12 Noon tomorrow!,0.6683
1736,"I'm surprised that a few dozen billionaires haven't decided to short companies with an astronomical p/e, since there would be nothing to stop themand thenmove on to the next one",0.7036
1737,Looks like another record in Trumps stock market. MAGA.,0.5868
1738,Trump spent the day wandering the halls of Mara Lago muttering to himself.,-0.0154
1739,Deleting my post lolData all Dey’s got,0.0378
1740,Mares once be an honuh student. Yes your honuh and no your honuh!!!,0.4536
1741,No worry Ole Yeller will crank up the money machine and give Joe whatevuh he wants. WE BE PAY!!!,0.4444
1742,Why do demtards ask Fed Powell about climate change???,-0.1891
1743,FYI: The Office of the Ex President is purely ceremonially,0.6157
1744,AG Garland... will get to the bottom of the insurrection,-0.1564
1745,I'd like to take this opportunity to wish you all a safe and prosperous Martin Luther King day...Remember even the Republicans get the day off,0.9246
