,Recent headlines and conversations for COST,Polarity
3217,hey guys lets just all buy one share tm morning and get some volume into this baby what do you guys say?,0.8606
3218,"Waiting for the big special dividend and a stock split, then the stock goes through the roof",0.7732
3219,When giants like $INTC goes down they go down and will take time to bounce.. let it go for now - few downgrades will bring to 40s low may be and then ride back if positive forecasts available.. save money live better $WMT $COST $TGT may go up with inflation- GLTA,0.925
3220,Right. I'll be back at 165.....,0.0441
3221,PE 33. should be half,0.3414
3222,371.00-375.00 as another BUY opportunity............................................,0.3824
3223,COST dipping a little...let's get back up there,0.1657
3224,Similar to the economy in United States of America it looks like economies around the world are experiencing the same don't just give a thumbs-up or thumbs-down read the stories and headlines do your DDhttps://www.scmp.com/topics/china-economy,0.3927
3225,downgraded to underperform,-0.4621
3226,Costco E commerce up 43% = killing Amazon.,-0.4526
3227,Costco is building up on meat deliverys.Making sure they don't run out in case of a run on meat.,0.4527
3228,"Ridiculous depressed, add more after early dip this morning",-0.4616
3229,"Buy puts guys its going below 200 by end of next week, mark my words",-0.053
3230,Keep buying more. Loyalty will always prevail in the end. All I know is whenever I'm at Costco the mass crowds say it all !,0.6384
3231,"I am confused,,,everyone knew about amazon,,,,ok,, Amazon cant take over COSTCO business,will never happen, so how is it taht the PE on Cost at 26 is too high,, WRONG,, The reality is AMAZON PE is so high it can not succeed,,,but why is it everyone is scared of being in Costco at 151 level...i dont understand it,,if tahts the case we should not be in any stock out here at all",0.8575
3232,I think Costco is a great buy when you shop at Costco you see what you are buying I think this is also a great take over stock,0.9511
3233,Once I'm in at $279 (today?) it can stay above $300 where it should be ,0.4726
3234,Below $300 is a given but how low? Will it hit $200 or less?,-0.596
3235,"when is this thing going to split? great company that i would to to invest in, but am too poor to buy more than a few shares at this price.",0.6211
3236,$14 dollar either up/down options market indicates. Hold onto your draws this could be a rough ride.,0.4903
3237,"The tide is Turning !! We shall reach $167 - $170 by Friday !! Time to Buy, not Sell!!",0.5726
3238,Wait until Elon Musk's tweet about COST : ),-0.077
3239,"a retirement choice, buy today and sleep on it, use the dividends to pay ur membership and daily purchases from it",0.5561
3240,Seriously dude; AH they are trying to keep it not run . Jokers.,0.6636
3241,$150 soon ... it will die given amazon's presence,-0.6376
3242,The 7 Best Consumer Discretionary Stocks To Buy  For details https://youtu.be/0KMtEGgad14,0.5133
3243,3 dollars WOWWWW ha ha ha aha hah Kennyby the way rite aid dropped 8% LOLOLOLOL,0.8274
3244,LKSDFLAKSNV;OANS OAN~~!!!!!,0.0
3245,"Couldn’t be happier for the company, staff, customers and shareholders. Shop there every week and spend 80% household budget. Love there discount items. Bought at 154. Earmarked for my grandchildren college funds",0.9254
3246,"More Amazon ""scare"", its laughable..... they announce that they cut a handful of product costs and all other grocers go down,... its a complete joke and if you are dumb enough to sell or get scared from that hide your money under a mattress.",-0.2038
3247,Wells reported a downgrade with a $235 price target. This is a buy on a dip.,0.4294
3248,"i average about 1300 a week trading,,,but thats what i do for a living,,i flip 500 to 1000 shares and take .20 moves but will let a winner run,,,but cut losses very quickly and retrade it lower",-0.0381
3249,Spend 5 minutes going over blackberry stock and then look at what is selling for. Glta.,0.2937
3250,My costco store was empty today. First time ever.,-0.0796
3251,any chance for splits?,0.283
3252,Sorry shorts ............been warning you going to get BURNED.,-0.5833
3253,"is it just me or is everyone frustrated that everything we buy drops like a rock in a day yet if you were to short it it would sky rocket up....investing is a scam now a days,,,nothing has value with this scam they run",0.5246
3254,"Dont care about the fluctuations, this is a long term hold... what I reaalllyy want is the chocolate almond ice cream bar back... and the chocolate soft serve... and the combo pizza....? darn you Costco how can you get rid of my combo slices? /cry",0.9418
3255,Costco's $1.50 hotdog and soda deal is still the best.,0.7021
3256,What a steal at this price. The parking lot is packed day and night,-0.3299
3257,Lucky I also bought Anab a few weeks ago. Expect a double soon for Anab. GSK is involved with Dostarlimab.Good luck.,0.9208
3258,The COST parking lots are full and the carts are stacked high.,0.4166
3259,sell herebuy back 230.00,0.1272
3260,Costco employees caught covid-19 and management did not communicate properly to the staff. I expect some backlash on this.,0.4941
3261,Is there a run on Costco steaks yet? I heard Trump steaks are sold out.,0.4187
3262,cost is worth $100 only,0.3194
3263,So glad I got in at the low after the Amazon scare. believe in COST,-0.4266
3264,"This guy Brandon Fletcher, the analyst from Bernstein firm downgraded TGT five months ago to a hold when it was trading at $75. It's now at $107. Look at his track record. He's full of it and some are selling because of him????https://www.tipranks.com/analysts/brandon-fletcher",0.8928
3265,Ever heard of a head fake,-0.5524
3266,"Given Wells Fargos recent massive scandals, I'm hesitant to believe anything they say.",-0.3047
3267,thanks,0.4404
3268,shorts gonna getburned as usual.,0.2476
3269,Just BUY and HOLD on any weakness here.,-0.1896
3270,"COST has 45 million gold memberships,average 50,000 per store. $ 60 a pop. renew rate over 92%. China store is not record in 10K. Guesstimate 100,000 membership per store, $45 per year per member. If COST can open up 20--30 stores per year.",0.7156
3271,"fortunate to have 1000 shares, wish I had more",0.7806
3272,"Spending lots of money to have an employee fill my soft drink cup or grind coffee. And, giving those extra employees a $2/hr pay increase.",0.7231
3273,Why the FÖK is this crashing?!,0.123
3274,Lower groceries is actually GOOD for COST since it eliminates competition; besides COST make majority of $$$ from membership fees NOT groceries.,0.3865
3275,"Missed on revenues by 20 million and missed earnings by 2 centsthe 1.24 was a non gaap number that resulted from a 7 cents 1 time non reoccuring gain that will not happen next quarter..Costco Wholesale Corporation (COST) has reported first-quarter results, with diluted earnings-per-share coming in at $1.24 on $27.47 billion in revenue. The consensus estimate based on FactSet was diluted EPS of $1.19 on $28.3 billion in revenue. In the year-ago quarter, diluted EPS came in at $1.09. The $1.24 result this quarter included a non-recurring legal settlement of $0.07 per diluted share. Revenue increased 3% on a year-over-year basis. Comparables, or same-store sales, increased 1% year-over-year, with the United States and Canada seeing 1% and 4% gains, respectively. So-called ""Other International"" same-store sales came in flat. Excluding foreign exchange and the impact of changes",0.9787
3276,"Holding till earnings, hope it goes well",0.7818
3277,Looks like noone want to sell in cheap. it's a good sign,0.8304
3278,Great company! Solid results! Loyal customer and stock holder,0.8622
3279,rebalancing take advantage of sale price .,0.43
3280,"#$%$ almost 2% down ridiculous. a great company with great sales = no, we rather invest in risky and not proved companies just for the sake of money.",0.5547
3281,Shouldn't have gambled on earnings. Smh down again for nothing!,-0.4119
3282,"There might just be a monster option play developing with COST. If we come back to the $360's support before earnings, this could be an incredible explosion to/through $400 by next CC. IMO, COST is going to improve each month through December. The overall excitement will calm down after January.",0.9669
3283,Any good news for this move??,0.6383
3284,Bernstein is telling everyone what they already know. AMZN is also overpriced by much more than COST so what. People are willing to pay up for the best.,0.8355
3285,"Whole Food my foot, COST has recovered the damage.",-0.6047
3286,looks like everyone is copying costco regarding the masks. lol.,0.6721
3287,RED but how low will it go today?,-0.5179
3288,Uh here and now ...if any dips it’s just temporary.......,-0.1309
3289,HA up or down?,0.4343
3290,"A big thank you to the shorting hedge funds that are taking a huge blood bath.Too bad they didn't think it all out, like the Feds newest sentiment that is killing them.Most us knew someone was messing with this stock and many 100's more.Sorry shorty, don't feel your pain at all.",0.5689
3291,Got 2 calls expiring tomorrow. Nice,0.4232
3292,Please tell me does COST share price automatically reduce by $10 per share when the special dividend is paid on the 11th? Thank You.,0.8896
3293,Costco earnings standpoint never let you down.320 tomorrow!,0.458
3294,A $2 or $3 drop means absolutely nothing. Its just an average day of trading.,0.1798
3295,is dietitian a doctor?,-0.0193
3296,151 is the bottom. load up,0.2445
3297,"If you didn’t take profit before today, you’re fooled by institutional sellers!",0.4386
3298,Wait for290.00 to buy more......................,0.2417
3299,Orange fuehrer opens his fat mouth and Dow tanks another 60 points. Bloated pedo!,-0.4614
3300,"160 is major players resistance,, its a tough run after last week,,,168 to 154 in 3 days and one week alter only back to 159,,,not a powerful signal..look for a pull back soon again",0.7013
3301,Just bought 40 shares. First time shareholder here. GLTA,0.7151
3302,"It's interesting Wells came out with this ""downgrade"" yesterday. It was the dividend pay date. So maybe they and their customers own COST, and with the DRIP, this was a way to buy those shares at a 2+% discount. With a price target of $235, they didn't want to drag it that far down. It could easily recover back into the 240s.",0.9153
3303,imagine if the earnings were bad....always surprised good earnings driving the stock down...,0.7593
3304,Costco's supplies are shortage leads to low guidance...,-0.4798
3305,"COST is a strong company, buy its share at a deep discount. Amazone can not sell gasoline on line, Costco can. Costco collects its annual membership fee (a billion dollar annual revenue) from the members around the world, Amazon can not. These are the facts that not so many people can think about them.Wall Street traders and hedge fund managers used the opportunity (AMZN buys Whole Foods) to drag the COST share price down so they can buy more shares. That is it.",0.9328
3306,So far any body looking at a graph today.Cost. Shorts are losing every measure so far.,-0.3962
3307,COSTDLTRDG top picks.....................................................,0.2023
3308,close the stock market for 2 wks,0.096
3309,Dont Sell dont sellCOST is way undervalued here.Mark my words!,0.3725
3310,TRUMP tariffs KILLING the US economy now..............................,-0.8291
3311,"Grimmikins, don't you just love that drop?Sailor-suited sissy..........how's that imaginary short at $113 working out for you, son?",-0.7243
3312,what is ER date?,0.5263
3313,Some of you people on here should do seminars about being positive like a motivational speaker because all I see is red red,0.6159
3314,Wow,0.5859
3315,MARKET MELTDOWN all because of TRUMP trade Wars..............................,-0.6761
3316,Just Sitting here twiddling my thumbs,0.0996
3317,"Costco's stock price was 166.80 on Nov. 30th, 2015 -- higher than it is today at 161.29.",0.5017
3318,The way this is moving they will be back over $230.00 by tomorrow night,0.3331
3319,"""new projection??? @ $350"", ooohhh baby!!!",0.6536
3320,Another 10% drop likely,-0.2653
3321,"Costco Wholesale (COST) will report June same-store sales on Wednesday, although Gordon Haskett calls the stock a Buy today.Analyst Chuck Grom reiterated a Buy rating and $350 price target on Costco stock Monday, while also increasing his estimates for last month: He now expects the company will report core comparable sales up 7%, a 50-basis- point increase from his previous model.",0.9244
3322,"Serious question....when $10 special dividend paid does the stock goes down $10 the next day? As we all know, stocks that pay dividends go down the equivalent of their dividend amount the next day but since this is a special dividend I was wondering if this is the case. Thank you.",0.9091
3323,"Down grade, up grade are all BS, particularly to COST. I believe it will suppress COST down to around 290 which it is the resistance.",-0.7086
3324,COST and AAPL must have stocks for 2020,-0.1764
3325,good time to buy?,0.5394
3326,I think it will touch 330 after earning:) shorts cover now asap before they post earnings,-0.0859
3327,Only $1 more to drop to find the 50dma.,-0.1666
3328,You gusy realize COST is a $400 stock right? Have you guys seen the traffic at COST? They spent more money for their employee wages but they'll make up for it in sales as they continue to increase revenue. Watch the steady climb. It'll probably go to $350 by the end of March/early April.,0.9418
3329,Time to short now,-0.4576
3330,"it shows how weak our country really is, our financial institutions are being ruined in only a few weeks",-0.5686
3331,"Costco cleared $4 billion in earnings for first time amid record growth. Same-store sales for Costco grew 11.4%. For the full year, same-store sales grew 9.2%, the highest growth since 2004. Keep selling Fools!!",0.8053
3332,Started working for Costco this year. Met the CEO last month. Great company. Very well run . Our most is wide.,0.8393
3333,"Unless Cost splits the stock, I highly doubt it will go below $300. That would have it go more than a 20% down. Can't see that happening. This selling will be done very soon. Like earnings day.",-0.3323
3334,It’s funny how people trade this stock. It’s meant to be bought and held...,0.6163
3335,"Lots of hype in here on a good company, but all they need to say tonight is a slight, non-mention like 'while optimistic we stay alert over the threat of a slowing consumer' and all hell breaks loose on downside. I no longer play.",-0.905
3336,ate earnings today in 30 mins?,0.1207
3337,PE still lowNot top yet,0.433
3338,The continued run in COST's stock price is truly phenomenal. Congrats to all COST longs!,0.8575
3339,Target Raised .........................................,-0.0748
3340,CRAMER highly recommendsCOST here now.,0.2168
3341,"Early Q4 , this always bottoms to set up Profits. It's no coincidence. You can get back in around 150ish",0.3492
3342,GOT TO LOVE IT!!!Costco Wholesale(COST) is already planning to open a second store in Shanghai and is hoping to start construction as soon as possible,0.8474
3343,Why is COST down? The stores are packed like never before. It just goes to show you the stock market is irrational and is more like a casino than anything else.,0.6009
3344,Why not put the money towards China build out of stores? The special dividend is good but increasing store count in China will be better use of company capital.,0.8809
3345,a lot of games get played with costco stock...just watch on earnings day...just like the Aug. sales report..record sales..record everything...but the stock tanks...same will happen on earningss,0.7617
3346,"Everyone I know are getting vaccine, seeing more people in Costco",0.7637
3347,http://investor.costco.com/news-releases/news-release-details/costco-wholesale-corporation-reports-fourth-quarter-and-11,0.0
3348,breaks resistance tomorrow 300 then straight up,0.1002
3349,any weakness is a BUY opportunity.,0.3306
3350,Only strong hands left here.,0.5137
3351,Insane drop for no reason. Inversion curve means nothing at all.,-0.722
3352,Costco's June sales will be reported today after hours?,-0.0642
3353,cost needs to go thIs week..pretty flat last week,-0.0625
3354,Costco stock price target raised to $320 at BMO Capital,0.3283
3355,Disgustingly high increase in expenses. Bad management. Horrible.,-0.8031
3356,Costco Wholesale reached an all time high at 355.09,0.6874
3357,Wish COST would stop teasing me and just go up to $200 already.,0.2964
3358,Where there is smoke  there is fire  you best be careful holding this very expensive ie costly stock no pun intended....,0.7498
3359,200-206.00 a buy here.,0.0888
3360,"$245 by Dec, 14",0.0191
3361,On the way to330.00 better cover shorties .....................,0.3913
3362,330.00 next stop.,-0.3031
3363,COST = way UNDERVALUED !!!!!its a BBBUUUUUYYYYYYY,-0.451
3364,"13% growth with a 33 PE, any questions?",0.4313
3365,I sold all of my deere stock to buy into this crabp...john deer is raging...this is crashing,0.331
3366,Looks like China expansion is about to take off. Phase 1,0.8388
3367,"I went to costco last week and every parking spot was taken, every one. This company isn't going anywhere.",0.224
3368,"Ex-dividend Feb 4. Got a little ""fun money"" to pick up 100 shares that morning looking for short term profit.",0.8642
3369,$300 coming,0.0537
3370,There’s 348.80 ,0.0
3371,"Look for the DIPS as great entry point............................Targets raised again, average 400-418.00",0.7089
3372,"Go Costco Go! Buy this dip, you will be glad you did.",0.7258
3373,This company has huge growth potential. There are only 527 Costco’s in the United States. There is so much room for growth. For instance I visited my son in Albany NY and there isn’t a Costco within 70 miles. They are a great company that picks its locations carefully and expands slowly. In 10 years the stock price can easily triple.,0.9777
3374,"Costco Sales growth slowing down made the news and the stock took a breather. However, an article from Motley Fool pointed out that could be due to the accounting weeks of 12 vs 13 weeks. This would make sense as I have not detected any less traffic while going to Costco. I wonder if the Gee-whiz kids from Financial Services have adjusted the accounting weeks when reporting the Sales. Now people are aware of this difference in accounting weeks, the Earning Reports that is coming, hopefully would be adjusted. If Sales growth are increasing not decreasing, Earnings should follow suit. For those who are not into this stock, this could be an opportunity to get it. Another good Earning Report could push the stock higher. https://www.fool.com/investing/2020/12/05/costcos-sales-stayed-hot-in-most-of-november/",0.9668
3375,BBBY closed stores with a decrease in sales yoy.... their price went up the next day.,-0.1298
3376,Smart shorts must cover COST TSLA and AAPL today - GL,0.6507
3377,Obviously the Analyst is someone who doesn't shop at Costco. They have it nailed there and it will Boom in China.,0.4443
3378,"New dividend announced... Thursday July 30th, 2020. Pay date is Friday August 14th. 70 cents per share.",0.5298
3379,"Load up on any SILLY DIPS.....................the Virus spike is only a bump up at areas that are still in stage 1, they have never reached peak.",0.8069
3380,"Costco Wholesale Corp. said adjusted comparable net sales for the five weeks that ended Monday climbed almost 17% from the same period a year ago.The company logged $16.84 billion in net sales for the handful of weeks that ended Oct. 5 , it said.Comparable total company sales rose 15.5% for that five-week period, while comparable e-commerce sales rose 90.3%, Costco said. Comparable U.S. sales rose 14.5%, comparable Canada sales increased 17.5% and comparable other international sales increased 18.5%.Costco said comparable sales that don't include the effects of change in gas prices and foreign exchange were up 16.9% for the whole company and up 90.1% for e-commerce. Those sales rose 16.7% for the U.S., 18% for Canada and 17.5% for elsewhere internationally, Costco reported.The company said the shift in the Labor Day holiday in the U.S. and shift in the Moon Festival in Asia both helped results by slightly less than 100 basis points combined.",0.9667
3381,300.00soon,0.0
3382,"so much for the so called buy recommendation,,did not last but a few hours,, down it goes again",-0.1635
3383,trump 2020,-0.0127
3384,"This stock is being manipulated, IMO. The trading insiders might know something we don't. There is no reason that I can see why this stock has sold off like it has. Big buying opportunity.",0.8926
3385,"250,000 shares at $386 is nearly $100 million. Somebody just got serious. Big players aren't in the habit of being ill informed. ......1 purchase -- $100 million.... BOOM!",0.6517
3386,BUFFET loves COST as well he says.,0.7831
3387,"Just take a drive to your local Costco ,The parking lot and lines speaks for themselves",0.4974
3388,just got back from costco in Danbury ; the lot is full crazy shopping long queues ; the workers are so fast and my favorite is the 1.50 hot dog and soda i love it,0.9367
3389,Friday sell off coming,0.2091
3390,"This is confusing ...Total revenue rose 10.2 percent to $35.07 billion, missing estimates of $34.80 billion, according to IBES data from Refinitiv.",-0.3476
3391,May19th Bernstein's call on Target downgraded to 75? Barron's.,-0.217
3392,Sock should have been up $19 only fools sell,-0.1246
3393,selling overdone,-0.0296
3394,not yet,0.0308
3395,What can we expect from $COST in 3-5?,0.077
3396,Financials of COST https://www.finscreener.com/title/financials?&idcp=5383,-0.1971
3397,240.00-242.00a BUYER,-0.382
3398,Why is it dropping?,0.0498
3399,"I became a millionaire during the Obama years...wonderful years for my 401k and the nation! Now, every day, because of the IDIOT now in office, I have to wonder if the next stupid presidential tweet will send my stock plummeting! Never had to worry with President Obama! When the President!s tweets affect my 401k, my livelihood, I WILL COMMENT! You don’t have to read ‘em!",-0.8268
3400,Looking like a lot of worthless options expiring tomorrow if it continues to stay flat!,-0.2201
3401,"I have some LEAP calls on this. Was considering selling today on the rise but didn't, even though I figured COST would disappoint.Normally I don't want to hold options though earnings but this time I did. Why? Because this market is a casino.There are companies releasing terrible earnings and going up, companies releasing great earnings and going down.No one has any clue what is going to happen. WMT got smashed on great earnings.All you can do in this market now is roll the dice, or stay out of it completely!",0.9327
3402,This is crapola giving employees raises and hitting the share holder last time I buy this it will take years to come to where I bought.. I am blasting this company every day on social media... Bohyah KMA,0.5802
3403,"There is a news article under Costco that shows someone has an optiontrade on that cost over 2million betting that costco will go to 115 by Jan. That is a long way down from the current price. I hope that doesn't happen, but anyone on this board who shops at Amazon is helping to cause it. BOYCOTT AMAZON",0.8482
3404,Bloated orange blob,-0.5094
3405,Did you ever hear about (http://Pick-stocks.com)? They just covered COST this AM,0.1907
3406,Selling all my Costco shares at market open! OMG!!,-0.2233
3407,Lol Trump. Leave China. I order you to leave China!,0.8257
3408,down,-0.242
3409,Sold $COST and $TSLA two weeks ago to have cash in case of a dip. Doubled my position on $BABA yesterday and increased $EWY. Thanks Kim,0.8349
3410,Rising fast after hours !!! $260 target,0.578
3411,If this was gonna pop post earnings it would be happening rite now,0.3946
3412,No green day.. so sad...so sad.,-0.6301
3413,"these numbers should give Longs woodCostco Wholesale Corporation (“Costco” or the “Company”) (Nasdaq: COST) today reported net sales of $19.14 billion for the retail month of December, the five weeks ended January 3, 2021, an increase of 12.3 percent from $17.04 billion last year.For the 18 weeks ended January 3, 2021, the Company reported net sales of $65.47 billion, an increase of 14.9 percent from $56.99 billion during the similar period last year.",0.8868
3414,Costco sales up 4.4% for May. Slowdown from last quarter. Will slow further,-0.3194
3415,"Recent shorting of this stock lowered the price. However, many would consider this a risky stock to short. Hedge funds and others can get burned and likely will.",-0.4371
3416,What does COST have to do with Tariffs ??????????????????????????????????????,-0.3062
3417,close 318.20,-0.0726
3418,"Who doesn't like a survey of 1 ?my costco was packed saturday, shelves were packed too. Price of eggs dropped, 2 dozen for $3.79, 87 octane was $2.75 but you gotta understand i am in commiefornia so that's cheap here.",0.4644
3419,"Earnings expectations are very very low,,,,,,,,,,,,,,,,,,,,,,,gonna beat by a HUGE number!jmho",0.6715
3420,I'll take these prices yippee,0.0181
3421,why so much shorting?,0.0492
3422,To many puts !!! Will be at 330,-0.3098
3423,Will load up at $280. Good entry point,0.6757
3424,costblow sells outdated food.,-0.2664
3425,Soon opening ... 'Cost-So' by Mr So... a complete knockoff of Costco,-0.1515
3426,"I agree that B is a great company, but Amazon usually hurts everyone, so BOYCOTT AMAZON. If you have Prime, give it up when it is time for renewal. It will auto renew if you don't. Buying anything on Amazon helps the enemy.",0.554
3427,Up and down ....no Bueno,-0.4777
3428,Costco has been up 40%+ YTD.,0.5264
3429,Manipulation towards the downside. Now.... rocketing up to $400+ .,-0.4086
3430,"Grimmikins, you're only down $37 per share on your short at $113.Tell me, exactly how much imaginary money did you lose on that big 'ol whopper?Tell me again which port your yacht is in over there in the south of France. Its draught, its beam, power plants, crew size, etc.Methinks you're merely the Captain of the SS Rubber Duck in your Mom's bathtub.Sailor-suited, fibbin', Mommy-moochin' sissy.....................",-0.6616
3431,"""material weakness"" and guidance.???",-0.4792
3432,COST needs to pay out a much higher dividend.,0.169
3433,This pony is heading to 160..only speculation,0.0806
3434,https://www.cnn.com/interactive/2019/business/stock-market-by-president/index.html,0.0
3435,COST is going to beat. People were rushing to Costco because they thought it was going to be the end of the world.,-0.04
3436,It just amaze me how stupid people are.Costco had total revenue of $176 Billion last year and Tesla had $25 Billion and Robinhooders think Tesla is better than Costco. They will learn lesson hard.,0.6609
3437,Look for theSILLY DIPS....................................as another buy opportunity.way undervalued here.,0.0848
3438,"Dead money, should fall back to $260 in the coming weeks.",-0.6978
3439,Breakout soon ?????,0.7537
3440,A bubble by any parameter.https://www.ctvnews.ca/health/stephen-harper-mike-pence-attend-conference-where-two-test-positive-for-covid-19-1.4842955,-0.1522
3441,COST almost always BOUNCES back up..buy on any weakness here.,-0.4654
3442,I'll be darned. What happened ,0.0394
3443,"Anyday in next few days Cost will post monthly sales, woo hoo! look out it's going to flip some lids and hope to hit new highs as the numbers will be huge yr. over yr. for last month. This will continue for many months & quaters""I LOVE MY COSTCO SHARES""",0.9482
3444,I believe in Costco and their business model. I too shop there quite frequently especially. I admit I got roped in by the special dividend. Lesson learned. it was a painful 3 days but I'm in for the long haul. Good luck to all.,0.9649
3445,What a wasted trade. Sold for a loss..,-0.4467
3446,"thru out the entire covid, costco did so well. why is this stock not going anywhere? stuck in low 300's for almost a year now.",0.3122
3447,COST would rather pay employees higher wages than give a special dividend.,0.5123
3448,"COST is way undervalued here , just a screaming BUY for me, less competition is good for COST !!!!!",0.3194
3449,Sold my 3000 shares on a limit sell at $309/sh but believe after this short dip that COST will soar past $315!,0.1081
3450,lemme out! lemme out! lemme ouuuuuut!!!,0.5158
3451,never sell this gem.,0.4924
3452,I am long COSTbut this bear hug is pretty strong!!,0.9006
3453,all #s up exept eps with a one time hit due to paying workers overtime ish during covid. oen off no big deal with it was a 10 cent beat ...imo.. long term story intact !,0.8634
3454,what is going on? I really don't get it....,0.0527
3455,Costco Wholesale reached an all time high at 328.52,0.6874
3456,Anyone else notice the large blocks of 10/16 call options bought at a $460 strike price?? It’s at $345 pre earnings.. Am I crazy or is that real?,-0.4317
3457,BUYER238.0-240.0,0.0
3458,"Still sticking with my previous comments here regarding a upswing in the waiting but, maybe, COST needs to split it's stock ? That isn't going to created any more value of any sort but, it might ignite some buying interest. Buying back it's shares, I don't think is the answer because on a P/E, it's still a bit lofty. My opinion anyway.",0.971
3459,this stock was destroyed last week for no reason other than valuation.,-0.4232
3460,They just talked about how having a workforce that feels valued has paid off. So to all you people complaining about the wage increase...,0.5292
3461,"Suddenly, this is falling apart.",-0.2537
3462,"Costco Wholesale (COST) PT Raised to $230 at BofA/Merrill Lynch on Q1 Report; 'Accelerating Traffic, Comps & Membership Growth' Source: streetinsider dot com",0.8215
3463,should have sold at 382..my gut was telling me to,0.1324
3464,there is no reason at all this should even open red!,-0.5141
3465,"1% down is not a sell off people ! May be green tomorrow , earning not bad at all .",-0.5696
3466,Might go down to 150 sadly.,-0.5547
3467,down .07 in after hours whats going on?,-0.3063
3468,what about the div. did they raise it,0.3169
3469,Wow straight down day again! There is no hope for this stock...down 13% YTD all red days so far,0.817
3470,Americans keep buying stuff despite the pandemic — retail sales rise for a third straight month !COST traffic increased almost 30%,0.7689
3471,below 200 before end of nov?,-0.2681
3472,How's everyone doing.....cashed out my PUTS....made over $k in th e last week on COST....made even More with XLP PUTS!,0.2718
3473,"I pick up some call today, and bet on earnings on Thursday. I know it beats the estimate but in this situation, everybody said it is too high valuation. I DON'T MINE.",0.5041
3474,"""Costco May sales rise 7.5% to nearly $13 billion, online sales double""Here we go... this is a shot Costco stock needed. A little reassurance that they are flying high. OH, lets here those naysayer's say something about negative Costco's online sales now , LOL. Can you looses say ""DOUBLE IN SALES ONLINE""?""Costco May sales rise 7.5% to nearly $13 billion, online sales double""",0.9018
3475,Should have kept the Pimento Cheese. Down $9 after hours. Americans hate virtue signaling.,-0.5912
3476,earnings estimate anyone?,0.1781
3477,CC link: https://edge.media-server.com/mmc/p/gov88uus,0.3909
3478,"Maybe earnings increase $1 per year for the next 10 years. Brings todays 40 PE to about 18. Seems like a modest expectation given the current years performance and the increased credibility Costco has earned during this crisis. Plus add in China with its 1 warehouse. There are what, 600 warehouses in the US? China has 3 times the population. If Costco is all about price and quality, how is that going to fail? All I am saying is that people and institutions will trade the stock up and down but the underlying asset keeps getting better. Also, yeah maybe November's 13% sales increase was a disappointment, lol, but remember Covid 19 has gotten a lot worse, so maybe 13% is stellar.",0.9614
3479,$300 coming soon....starts today,0.1312
3480,Market cap is under annual revenue why is PE ratio so high in comparison to this?? Can anyone explain?,0.2197
3481,Who upgraded Costco today,0.1142
3482,215 next week before 2019 225..non stop customers wish they would increase prices 10% across board. people will still shop,0.7758
3483,"We,LL I,m a very bullish but tomorrow is Friday, I don't think whole lot of investees are like to leave money in the market over the couple of days off.I think may be by Monday it shoot up may,be 305 to 310 ish.",0.0299
3484,I bought a call today did a big mistake seems like,0.2961
3485,Putin laughing at us - says US no longer a superpower. China and Germany are the new superpowers. A moron in the oval office can do a lot of damage in 4 short years (which seemed like an eternity).,-0.4816
3486,Costco is not a Boeing stock. up 15 down 10 up 12. Not for day traders. Long Term investment only.,0.815
3487,regarding costco travel... be warned if you book a hilton vacation through costco you WILL NOT receive the points or the nights to your hilton account. first hand very poor experience,-0.2649
3488,"You have to admit, if Amazon is getting into food, it is going to take some of Costco's business. That is a fact that you can't deny. I would say most Costco customers are Prime members because if they are willing to pay a membership fee, they are willing to pay for Prime. So losing any business to Amazon is too much. Don't just ignore the problem, when your Prime comes up for renewal, don't let it auto renew, cancel it. We have got to keep Amazon at bay. When a company loses business, the stock will drop---Now that is a fact of life. Amazon will hurt Costco. I didn't say they would drive them out of business, but they will cause the stock price to drop because of lost sales. Don't be naive.",0.4824
3489,"No position....so envious of the (regular!) special dividends that Costco gives! Congrats, longs!",0.5559
3490,time to find a stock that worthy. Back to $150 or lower...,0.6135
3491,how do you see if p/e ratio is to high,0.2384
3492,In the tank again today,-0.3378
3493,Look for the dips..............BBUUUUUUUYYYYYYYYYYYYYYYY,-0.0732
3494,"Costco reminds me of McDonald’s. McDonald’s not only profits from selling Franchises, and profiting from selling food products. It creates cash flows for the Franchisees to pay McDonald’s properties. Since McDonald’s owns the restaurants, the appreciation of the real-estates boosts the bottom line of the company. Analysts tend to compare Costco with other Big Box Retailers like Walmart. However, Costco business model is different than the others Retailers. Costco profit on products sold is very thin. It does not offer a large variety of products but it offers popular products. As a result, the products move very fast at a very large volume. The large volume helps to make up the thin margin. Costco’s profit is actually on the membership that it collects. So, when Costco sales numbers goes up, the profit that it makes is not really from the sales. It actually means that there are more new members (paying membership fees) shopping.Both companies have a niche. Costco’s business model seems to be working well. All the new Costco Store that are opening overseas are doing very well. There should be a lot of growth for Costco for expanding its footprint all over the world much like McDonald’s. While Costco is not bulletproof as it would go down if or when the market crashes but unless the world is ending, it would come back up. Personally, I am not sure I did the right thing to buy Costco. While I’ve made more than 20% from Costco, I liquidate Gold Bullion Coin to raise the cash. Gold appreciated more than 30+% after I sold. I consider Gold and Costco are both good long-term investments. Gold is more of an insurance and Costco is for growth. I have no regret buying Costco. Good luck to all the longs.",0.9975
3495,"Tomorrow up $5.00 - $10.00, short gets fried!",-0.4029
3496,Grab'em while it's under $300!,0.1857
