,Recent headlines and conversations for CSCO,Polarity
1672,Hot Pockets - that picture is from Jan 20and not in orlandolol my goodness,0.5926
1673,"For how long will the US Government continue to PUMP the US Stock Prices artificially? Everyone knows that the US Market is in the MEGA BUBBLE; it is even more overvalued than Tulip Mania Bubble! The US Stocks are INSANELY OVERVALUED and OVERBOUGHT! The Valuations are impossible to justify!For how long can the US Government run this fraudulent Stock BUBBLE, while Corporate revenues are tanking, Corporate and National Debt is Astronomical, the Valuations are beyond insanity, Political polarization is at max, there are ongoing and upcoming wars, the real resources are limited, Economy is Collapsing, Competition is intense, the Stock Dilutions are at record highs, everything is getting worse, China, Russia, and many other countries are set to ditch the US Dollar as an international reserve currency. Now there are 100,000s of companies worldwide competing for $1 revenue! The US Companies that barely generate revenue of $1-2 million are trading at $50-60 Billion Market values, while in Asia, the same companies with better fundamentals, 100 times more revenues, are trading at 99% less market value! The US Company valuations DO NOT MAKE Sense at all! Why would one invest in US Stock Tulip Mania while he/she can buy the 1000 times better company share for a 99% cheaper price? The US Stock Market is a MAJOR PONZI SCHEME designed to patch fraudulent pension systems in the US temporarily! There is NO PROPER Revenue Collection by the IRS since 2016. Taxes are extremely Low, and Nobody is paying custom duties! People want more free money without working, more free checks, more capital gains, more stock hypes every day! This fraudulent ""no need to work"" policy of the US Government will END TERRIBLY very soon! Inflation is skyrocketing, but the Government is lying about inflation! $AMD $NVDA $AMZN $AAPL $SQ $SHOP $SNAP $TWLO $CRM $ROKU $ADBE $DB $BAC $JPM $MS $GS $TWTR $TSLA $IBM $INTC $MSFT $GOOG $LMT $BA $TXN $NXPI $LRCX $NKE $DIS $EBAY $X $MA $V $S $T $F $GM $NFLX $CSCO $CAT $MMM $SBUX $TGT $WMT $ATVI $EA $TTWO $MCD $AVGO $JNJ $BIDU $BZUN $BABA $MU $AMAT $QCOM $WFC $BBBY $PFE $GE $WDC $BLK $KO $UA $ABBV $GILD $BB $ORCL $RH $KEM $IQ $GRPN $PYPL $MA $MOMO $JD $WBA $CVS $FB $W $BBY $SKX $FL $EFX $ETSY $W $UNH $SAP $GPRO $KHC $DPZ $PEP $LYFT $UBER $BYND $ZM $OLED $XOM $CVX $DAL $UAL $AAL $LUV $SAVE $AXP $SPCE $NCLH $CCL $NKLA $NIO $ZM $XPEV $QS",-0.9045
1674,"Where's pissimms, did she move to Canada or blow her brains out?Jessica_gruber what happened to your gurl friend?",0.7948
1675,what do you get from the GOP?well comrade Jack got to wrestle with Denis Hastert snicker,0.4203
1676,The Market Is Yawning at the End of the Government Shutdown Because It Never Cared in the First Place,-0.0618
1677,"This is a reminder that the virus can trigger a series of events that can ultimately take a person’s life. In fact, with Covid-19 leading to all sorts of problems in the body, the probability is high (say over 90%) that something else will then be recorded as a cause of death in addition to Covid-19. It would actually be unusual to simply put Covid-19 as a cause of death without specifying what led to the patient’s demise.Thus, the 6% did not mean that “only 6%” of the 161,392 deaths (as of August 26) recorded by the CDC were actually from Covid-19 as Mel Q suggested. No, Covid-19 has killed far more people than that, over 183,000 in the U.S. according to the Johns Hopkins University Coronavirus Resource Center as of August 30.",-0.5899
1678,expect market to go up on good Sept jobs report KAG,0.6302
1679,Wow. I even found another income tax refund when I checked my account this morning.,0.548
1680,"April existing home sales drop, marking three straight months of declinesHope you were able to flee those dem crime ridden cities",0.0046
1681,"S&P 4,000. Wow!",0.6239
1682,Grandson Davy's Mom is going to report! LOL,0.6306
1683,Liberals are running for the hill,-0.1058
1684,Why don't they move the invaders to the northeast?insteadthey saynimby,-0.0297
1685,Hey Mario check out the Top Reaction!!!,0.6193
1686,"Poor kid - Using double negatives....""negative -500 at the open""Common Core Failure.",-0.6383
1687,https://m.washingtontimes.com/news/2016/sep/15/obama-economic-policies-make-america-weak/,0.0
1688,Another fun fact. Dems have won the last 8 of 9 potus popular votes,0.8799
1689,"LOL!f the point of a political convention is to get your party’s message out, win over voters and boost your candidate’s prospects, then make no mistake about the 2020 conventions, Republicans absolutely buried Democrats.The polling tells us so.Joe Biden got zero boost from the Democrats’ grievance-fueled slog-fest last week. The Democratic presidential nominee's polls did not move higher; in fact, they dropped, and especially in the critical swing states.",0.6994
1690,"The real great benefit of the election is getting to watch liberal bias media types load their pants when Trump says something that offends them. His negotiating style is clearly out of their league. I guess they got very use to the naivete of the current liberal administration and some how, think it's normal. Voters sure were sick of it and handed Hillary and Obama who said he was on the ballot a crushing defeat. I wonder how long they will be complaining and whining and crying like babies?",0.7871
1691,America’s second-largest teachers’ union is suing the Department of Education and its secretary Betsy DeVos over her reversal of an Obama rule that was designed to protect student loan borrowers attending for-profit schools.,0.1033
1692,We had oatmeal for breakfast this morning. I had the baby food and used a plastic straw. I had to use 4 straws because my dentures kept tearing them.,0.566
1693,so cute to watch po lil mares try...markets where so gooder under obam...almost 16k....LOLZ,0.0688
1694,The great picks don’t drop right in your lap every week unless you have the right access. The only place I know that gives winning access is (http://Fairstox.com). Get your access now.,0.7437
1695,DOW 15000Maybe today...,0.0
1696,The left SHOULD build back what they destroyedI bet they haven't a CLUE,0.3537
1697,At least we don't have to worry about Dr. Seuss.,0.6213
1698,really have this thing lined at 52 for now,0.0961
1699,Why is Black history month the shortest month of the year? Seems kinda odd... never mind it’s kinda obvious actually.,0.1282
1700,"Mares, you should put the Paul ID back in the drawer. Paul ID is in the single digit IQ category.",0.8669
1701,Stable Genius with a Trump University MD.,0.6707
1702,"WE CAN ALL AGREE THAT THE GAME SHOW HOST EXPERIMENT HAS FAILED, YES?",0.4747
1703,Thank you President Obama for 8 great years of a bull market that never went down.,0.6537
1704,Free and Clear.Poor mares.,0.526
1705,We hear about infrastructure continuouslybutFla takes care of theirs andwe don't even have a state income taxsowhat the soetoro do you other states waste your money ON?,0.7034
1706,should i report masa for posting zoo pics on a message board ???,0.4301
1707,Looks like Joe's stock market is taking a demtard dump. Cheers.,0.6037
1708,"Another seat in TN that will go blue Sen. Marsha Blackburn@MarshaBlackburnAdam Schiff is hailing Alexander Vindman as an American patriot. How patriotic is it to badmouth and ridicule our great nation in front of Russia, America’s greatest enemy?4:06 PM · Jan 23, 2020·Twitter Web App",0.8664
1709,Corn pop saidI made bidet my betch,0.055
1710,"The market took a nosedive leading up to election day 2016. Hitlery was going to win, right. If the market thinks a Dim will win in 2020 the crash will be epic.$csco $bac $wmt $aapl",0.7619
1711,": GOP Governor Larry Hogan on Trump's testing excuses: ""Every governor in America has been pushing, clawing to get more tests. It’s not accurate to say there’s plenty of testing out there and the governors should just get it done. That’s just not being straightforward”",0.3893
1712,The pe is about is about 14 with a 3% dividend. It's a safe technology company that could provide done nice upside potential with increased capital expenditures!!,0.915
1713,"That william poster sure is confused; they post as a female, support biden, and have no life outside of this board",0.6377
1714,"Republicans have repeatedly & very publicly been calling on Congress to increase funding for weeks now.Despite the media's phony narrative, the only reason that hasn't happened is because Pelosi is playing politics with peoples lives to hurt Trump politically & is blocking it.",-0.431
1715,"Irony always leaves when I start asking a lot of questions, poor girl can’t google the answers fast enough Snicker",-0.3758
1716,Our CIC failed miserably today. Next press conference will be handled by his VP while he naps.- Thy Willby Dunn,0.1014
1717,It's so easy and fun to dispute everything that Mario posts. He gets triggered so easily.,0.7358
1718,CSCO on the move!,0.1632
1719,"Funny how Mars keeps getting cancelled by Yahoo. Then he creates new IDs named after the men he has dated. Lucky for Mars, no matter how many times yahoo cancels him, he has a healthy supply of user names to fall back on.",0.7852
1720,"Durham probe: Ex-FBI lawyer to plead guilty in first criminal case arising from review, sources say.",-0.4013
1721,"Probably it was too much priced in / or priced in too high at this quarter already ...as EPS next quarter is too bad, the next quarter guidance highest point even below consensus 's...• It sees EPS coming in at $0.81-$0.83, light of consensus for $0.85.",-0.0613
1722,"Too funny....Democrats who drafted a bill to abolish Immigration and Customs Enforcement [ICE] suddenly announced Thursday night that they would vote against it if the legislation went to the floor, after House Majority Leader Kevin McCarthy said he intended to call their bluff.",0.1305
1723,"SELL ALL US Stocks in this TULIP MANIA BUBBLE! US Stock Market is a “GET QUICK RICH” Scheme!Nasdaq Composite Current average P/E=80Nasdaq Composite Current average P/E=20What is the reason for these ABSURD COMPANY Valuations in the US Stock Market?The US Stocks are in the MEGA BUBBLE, in a TULIP MANIA BUBBLE!Nasdaq Composite, the Ponzi Scheme index, is up 200% since 2016? Why? What is the reason for this insane OVERVALUATION?The Economy is COLLAPSING, the Situation today is way worse than 2016, Corporate Revenues are tanking, Corporate and National Debt levels are at Record highs, Trade war, Coronavirus Pandemic and Politics have damaged the Economy significantly. US inflation is at a record high today and the unemployment rate is skyrocketing. Masonic organizations have created this Corona Hoax to PUMP the US Stock BUBBLE, to poison the population with harmful vaccines!!!Furthermore, the World countries are refusing to use the US Dollar as an international reserve currency due to unlimited, ruthless, and uncontrolled money printing! Despite so much terrible news US Stocks and subsequently, the Market Values of Garbage companies are hitting new records every single day!$AMD $NVDA $AMZN $AAPL $SQ $SHOP $SNAP $TWLO $CRM $ROKU $ADBE $DB $BAC $JPM $MS $GS $TWTR $TSLA $IBM $INTC $MSFT $GOOG $LMT $BA $TXN $NXPI $LRCX $NKE $DIS $EBAY $X $MA $V $S $T $F $GM $NFLX $CSCO $CAT $MMM $SBUX $TGT $WMT $ATVI $EA $TTWO $MCD $AVGO $JNJ $BIDU $BZUN $BABA $MU $AMAT $QCOM $WFC $BBBY $PFE $GE $WDC $BLK $KO $UA $ABBV $GILD $BB $ORCL $RH $KEM $IQ $GRPN $PYPL $MA $MOMO $JD $WBA $CVS $FB $W $BBY $SKX $FL $EFX $ETSY $W $UNH $SAP $GPRO $KHC $DPZ $PEP $LYFT $UBER $BYND $ZM $OLED $XOM $CVX $DAL $UAL $AAL $LUV $SAVE $AXP $SPCE $NCLH $CCL $NKLA $NIO $XPEVhttps://www.cnbc.com/2020/09/18/barclays-says-market-valuations-at-dotcom-bubble-levels-downgrades-large-tech-stocks.html",-0.985
1724,"From MarketWatch: At least five analysts raised their price targets on Cisco's ( CSCO Loading...Loading...) stock after the report, while at least two lowered theirs, according to a FactSet count. Of the 26 analysts tracked by the service who cover Cisco's ( CSCO Loading...Loading...) stock, 14 have buy ratings and 12 have hold ratings. The average price target listed for the stock is $52.86.",0.7454
1725,DVR Alert: Rose Garden Address today,0.3942
1726,"In typical ""benevolent, omniscient and condescending"" Obama fashion he reminds all of us 'little children' in his loooooooooong winded swan song speech that to hope for a racially united America because of his presidency was ""never realistic"" .... Funny how he waits until on his way OUT to say this and not in 2007 or again in 2011, ain't it ....",0.8605
1727,Lawfirms scaring people out of pre booming stocks.,0.1504
1728,"Joes be in office for 6 weeks so far and ain’t done tihs. Oh yeah, he’s totally trashing the economy, and bailing out crime ridden poorly run Demtird cities.",-0.0376
1729,"BA HA HA HA! NY Times Story on Trump’s Tax Records Actually Proves Trump Was Telling the Truth, Blows Apart Dem Conspiracies",0.8703
1730,of course libtardos ruined the Y message boards just like they ruin everything else in this country,-0.4828
1731,"Anyone from the Left or who voted for Obutthead.. TWICE .. care to explain how commuting the sentence of a TRAITOR, releasing DANGEROUS TERRORISTS and the early release of HUNDREDS of DRUG OFFENDERS is a GOOD THING for America?",-0.3392
1732,Lt Col Alexander Vindman told impeachment investigators that at least 2 portions of the phone call between Donald Trump and Ukraine's president were omittedWhy did he omit portions of the call?What is he hiding?,-0.3919
1733,What a beautiful stock!,0.7246
1734,markets are volatilecould go down another 500 here,-0.2352
1735,"Hey Francisco Wreekie, just a little closer, closer, boom.",0.3972
1736,ATH inbound? seems to be positioned well for hybrid work and the infrastructure package that is coming.,0.8914
1737,my tsla was up 40.00now down 2.00joe is a failure,-0.5247
1738,are ya still looking for my IP addy?,0.4248
1739,FOX has refused 4 requests to appear on their network by Robert Hyde. He’s welcome anytime he wants on ALL OTHER networks.,0.5626
1740,"stop scratching at me I'm a lump, not a rash",-0.4088
1741,"Go Go Cisco, show us a new high for this year!",0.3986
1742,Biden IS America.Cheers!,0.0
1743,Revised target price of 44 down from 46,-0.1859
1744,"Jenny Tailia2 minutes agoBIDENITES in Portland, many of whom have taken their activism to residential areas of the city, threatened to burn down a home for displaying an American flag. Joe's People.their only answer for being failures is to hurt successful people FACT maga winning",0.3251
1745,What is wrong with the Left? They need help.https://www.dailymail.co.uk/health/article-7391599/NHS-plans-sex-change-advice-Skype-calls-children-young-THREE-controversial-clinic.html,-0.442
1746,"The current press secretary for our CIC announced his cat is moving to the WH, without circling back.- Thy Willby Dunn",0.4821
1747,Reporter Charlie LeDuff to sue Michigan Gov. Whitmer over nursing home coronavirus data,-0.1954
1748,Bingo? Checkers more your style Mares.,-0.0392
1749,Obama - America's first president to openly hate America. Democrats know it and they don't deny it.,-0.4414
1750,REAL traders around the country heard chanting hey hey ho ho joey b gots to go,0.6589
1751,Everything under the sun communicated except about Cisco Systems. Geez.,-0.1337
1752,Nasdaq getting shorted like Mars back when he was working in the brawthels.,0.5298
1753,"The president told military personnel in Iraq that they’ll get a raise of over 10 percent, their first in a decade. But it’s 2.6 percent, and they get a hike every year.I love it when the president lies, we dont care and in fact we (magaTS) prefer the president to lie.",0.8277
1754,"Stocks slide as 10-year yield hits 14-month high...Hey SnowRooms....I previously posted that the Fed's are paying $500 Billion on interest payments for the Nat'l Debt....that just went UP....and it's on YOUR BACK....PS. We are still waiting for our $1,400 that will also be credited to the Nat'l Debt...How's the ""free college' plan coming along.....haven't heard a thing about it...most likely will go to the 'new democrats coming in.....don't want to be accused of 'white privilege' now do you...",0.8674
1755,"who said this in 1999 ? -- "" The President ""Must Resign or Be Impeached"" for his ""repeated lies to the American people."" The people may wish to move on, but ""the Constitution does not permit such a national denial.""",0.5667
1756,President Elect Trump is Times Person Of The Year!Nice.,-0.218
1757,King Derp of Mar a Lago's private Boeing 757 sitting idle in disrepair at New York airport: reportHe can't afford to fix.,-0.1965
1758,At least Green Shorts is still pumpingthat's something,0.2188
1759,"Trumps favorably at 50 percent, people are more optimistic about futureMajority of Americans Say Trump Can Keep Businesses, Poll ShowsJohn McCormickBloombergTwo-thirds of U.S. adults think Donald Trump needs to choose between being president or a businessman, but slightly more -- 69 percent -- believe it goes too far to force him and his family to sell their business empire to avoid conflicts of interest.The first Bloomberg National Poll since the election shows 51 percent of those surveyed are very or mostly confident the billionaire businessman will put the nation’s best interests ahead of his family’s finances when he deals with foreign leaders.The first Bloomberg National Poll since the election shows 51 percent of those surveyed are very or mostly confident the billionaire businessman will put the nation’s best interests ahead of his family’s finances when he deals with foreign leaders.The poll showed that 55 percent of the respondents say they’re more optimistic about a Trump presidency because of his actions and statements.He’s viewed favorably by 50 percent, up from 33 percent in August.-----------------------------------------------------The results of a business person vs. a Marxist...",0.9965
1760,It will much tougher to find employees this time aroundmostly becauseeverybody is on drugs,0.2019
1761,"The most savvy tech investors are in the ghetto, once they get those stimmy checks, Dogecoin to the moon!",0.3385
1762,OBAMA...quite the con artist. Very popular with the uneducated liberal Grubers who voted for the guy twice. TWICE! Moocher liberals still worship him.,0.3448
1763,"GOOD NIGHT TEAM, I HOPE EVERYONE HAD A GREAT WEEKEND, THEY GOOD TO QUICK. MARKET LOOKS READY TO POP AGAIN, LETS GO.",0.9617
1764,It will be down another 6% plus tomorrow....just wait until general market takes a dump......it will be back to where it was 20 years ago....should have known better....but I always hang on thru earnings....when will I learn,0.6144
1765,"CSCO, cramer says",0.0516
1766,Remember Sunday when mares and irony said the market would crash this week???I hope you all took my advice and did the exact opposite of what they say ??Dey’s really couldn’t trade baseball cards Lololololololol,0.5741
1767,has this stock ever gone up after a quarterly report?,0.4458
1768,"The Theft by Deception tour is beginningall those bailouts were due to faulty decisions, unrealistic pay and promises, greedreminds me of the Bell,Ca bunch who milked the systemfor a while",-0.3399
1769,"The diabolical left NEEDED religion out of schoolHow's THAT working out for you , nowadays?",0.4283
1770,Joes policy on Immigration is a Death Sentence for America as we knew and loved it.,-0.0699
1771,Odd how every poster who cried about no csco talk has been silent so long,0.0267
1772,Don’t you guys love losing your. Money in the demtard market Only Joey b could do this,0.5049
1773,"Ukrainian president slams Trump impeachment as a 'soap opera,' undermines key Dem argument",-0.6582
1774,Obama - The weak link in the system for 8 years.,-0.5118
1775,Melanie did marry poorly too. I guess I didn’t realize that. Thx for pointing that out.,0.5318
1776,Looked pretty big to me....,0.5628
1777,"Nature has an equivalent of the leftistsit's called oxidation, or simply rust, decay, and rotother synonyms are debilitation, decaying, declension, decline, degeneration, descent, deterioration, ebbing, enfeeblement, weakening",-0.8729
1778,"""Oakland will give low-income families of color $500 per month, no strings attached"". Let's see how long this lasts. Hahaha.",0.6978
1779,"Bonnie laughed at you, too",0.532
1780,BET JOE COULD HOP ON ANY HORSE AND WIN THE KENTUCKY DERBY,0.855
1781,Second class citizen posts will not be allowed to linger.,0.1079
1782,Demtirds sent groups to Central American countries last year promoting open borders in the USA after the election. These groups encouraged mass migration to the US with promises of unhindered entry.,0.713
1783,"Mares Indian name is ""Wallowing obese Hawg"".",0.1327
1784,"good reading - if you can read, that is ...https://blogs.psychcentral.com/psychology-self/2018/07/narcissist-delusion/",0.5856
1785,"Well if that's the case - Took Obama 5 Years to have an ""UP"" market.",0.2884
1786,It’s jess pumping CSCO stockwhich seems to have missed the biggest market rise in YEARS,-0.2859
1787,Oil coming down nicely,0.1217
1788,"ONLY JOE BEIJING BIDEN IS SURPRISED !!!Leaked data suggests China may have 640,000 coronavirus cases, not 80,000",0.8864
1789,"4 hours ago$CSCO conversationMAGA SOCIALIST NATION12,401 reactionsNowMAGA SOCIALIST NATION12,476 reactions",0.0
1790,Look at the value of the dollar plummet. Thanks Joe!,0.7273
1791,"People ""in the know"".....know what the ANET earnings means for CSCO.",0.0643
1792,easy to make money shorting the stock market with Joe as president,0.8284
1793,mares just chirping in da tall grass,0.3007
1794,Woo Hoo,0.515
1795,John Heilemann asks if Devin Nunes is secretly a Russian agentis it even 'secret'?,-0.0962
1796,Earth is coming out of its 5th ice age. Ice melts... You're gonna have that. LOLDULLARDS!,0.2068
1797,How will the chinese edit out all the coughing when they bootleg movies?,0.0672
1798,CONservatives at the QPAC.........,-0.0225
1799,kY needs professional help.,0.5415
1800,"Mares and all your other ids, you are wasting your time posting your nonsense here. You lost the election. You were positive your party would win. You are bitter and your life is in turmoil. You think Trump will be a failure. You are wrong again. His policies will succeed and the electorate will realize that our country finally has a President that will establish the United States as the greatest country in the world. You will be shocked in 2018 when numerous Democratic senators lose and the senate becomes overwhelmingly Republican, possibly fillibuster proof. Give it up, loser. For the sake of your well being and mental health, give up posting. You are accomplishing nothing here. Get a job. The economy is improving and even someone with your limited ability will be able to be employed.",0.8722
1801,A federal North Carolina prosecutor’s office that has been investigating allegations of voter-related fraud said on Friday that 24 more people have been charged over the past 18 months.,-0.4798
1802,"Mario D1 minute agoNobody bragging about being short, correct?still a 60 point drop after your long call correct ??????",-0.5674
1803,"People who are Democrats today have been denied the truth by the Main Street News Media and by Big Tech such as Google, Facebook, Twitter and Yahoo all of whom have censored free speech over the Internet. Real communications have been shut down by these entities and have caused irreparable damage to the American People and to their Government.",-0.2689
1804,"Obama policies ended Jan 22, 2018 - look at the charts , toots",-0.1114
1805,"Our CIC: ""2024? I don't even want to be here now.""- Thy Willby Dunn",-0.0759
1806,"Joe mumbles, markets start dropping. America needs leadership, not deceptive DemocRATs.",0.6183
1807,"New Record Highs. Nice.The Dow Jones Industrial Average joined other major indexes in record territory Monday, with stocks propelled higher as optimism about a near-term U.S.-China trade resolution and a third-quarter earnings season that has been better than feared buoyed sentiment on Wall Street.",0.8221
1808,Csco is robust!,0.4003
1809,why is CSCO down,-0.2037
1810,Millions of Americans have tested positive for COVID only to find out they were false positives.,0.8092
1811,NKe is only down 2%just another day IMO,0.1758
1812,"Ok here's the deal folks, we'll crash the stock market, and we'll collect all the taxes from selling stocks.",-0.1022
1813,Viewer discretion advised. The HARPO interview is dark.,-0.4209
1814,We'll gladly pay you never for a hamburger todaywimpy joe,0.7384
1815,"NEWSOM SUED: Churches Accuse Governor of Double Standard by Restricting Services, Allowing Protests",-0.6705
1816,recovery rates are over 99 percent,0.1635
1817,6 days ago mares$CSCO conversationGood Lord the Markets LOVE this Dem win!Checkmate!,0.7267
1818,Democrats erupt into laughter after Google CEO has to explain to Rep. Steve King that the 'iPhone is made by a different company',0.7064
1819,Now our CIC is housing his guests from south of the border in motels.Such insanity. - Thy Willby Dunn,-0.8172
1820,"Markets have been down all of 2018, Flappy.Trump bubble has burst.",-0.4743
1821,"Pro Golfer Robbed in Broad Daylight in San Fran, Says Police Too Busy to Respond",-0.1416
1822,Poor mares: Terminal Stage IV TDS.,-0.8315
1823,PO Mares peter shrinker that he is. UH HUH!!!,-0.857
1824,Fredo. Was the Dow higher or lower 20 months ago than it is now ?,-0.0496
1825,Schumer keeps clamoring for 50k student loan forgiveness. Coincidentally his kids each owe 50k in students loans.,0.2885
1826,"DeVos who is worth 54 billion and has 10 private yachts, who just got a 100 million dollar tax cut from Trump says we need to eliminate the 18 million in funding for the Special Olympics, Cause we just can't afford that.",0.4906
1827,We’ve seen Joe in action for a few weeks now. What does the Public think of Joe so far?,0.8444
1828,"here we have a tech company with solid earnings, a nice dividend yet is BELOW pre pandemic levels. office space isn't going to die people, alter of catching up to do to get to average tech valuations.",0.8935
1829,"If you want to go to Walmart in Orlando, speak Spanish. Sad that some young employees there can’t speak English",0.0809
1830,"Demtards are quick to pass new gun laws to punish law abiding citizens but could care less about enforcing immigration laws, which also causes law abiding citizens to suffer. Demtards simply hate law abiding Americans, plain and simple.",-0.7854
1831,alan - don't threaten people - especially ex presidentsor you might get a visit form the secret servicejust saying',0.7326
1832,Our new POTUS has created quite a mess. The surge to our wide open southern border is quickly escalating.- Thy Willby Dunn,0.1324
1833,51% wow lol,0.765
1834,Why is everyone afraid of this right now. They have increased their revenue by $2.6B and their profit by $2B. That is efficient if you ask me,0.8865
1835,Many are saying we could see 7 or 8% GDP growth this year.,-0.024
1836,Sam is right. Schiffs job was to impeach Trump. Nancy gave that order to him. And he did it swiftly and perfectly.,0.8621
1837,large cap tech stocks are down 30-40% with top analysts calling for about 20% more downside but we got rid of the meanie tweeting guy,-0.2939
1838,Joey Plugs2 minutes agoSo how many years will Cuomo end up getting?why would he get any time ? he was only mentoring the young ladies they must learn to obey and kneel snicker,0.7544
1839,It's really sad how much wealth Joe has destroyed.,0.1839
1840,10% for the big guy,0.1833
1841,Dems are the Party Of Death And DestructionPODAD for short,-0.6499
1842,E Jean Carrol has the dress. Case closed.,-0.1816
1843,Maryland declares state of emergency. https://www.politico.com/news/2020/03/05/coronavirus-maryland-cases-122587,-0.3406
1844,Don't click on those links from Hot Pockets as they have the virus,0.4135
1845,Now wreekie says we owe him a boat,0.1706
1846,Fredo likes to pretend.It is his only pleasure.Obama markets +220% - in the real world. But if you pretend!,0.3338
1847,Will nancy give us another tax refund?,-0.1442
1848,Alfred will be able to see the proof with the rest of the country tomorrow.,0.7964
1849,LMAO - BIDEN WAIVES TO EMPTY FIELDhttps://twitter.com/NewsAlternative/status/1305961053952434176,0.3289
1850,DJIDOW JONES AVERAGES08/21/2018 10:18 AM EDT25841.57 +82.88 (+0.32%),0.0
1851,ASK IT WHAT IT DID TO ITS GRANDSON DAVY - OH MY MY MY !,0.3102
1852,"The United States is still in the throes of a recession and countless Americans are unemployed, but millions of illegal aliens could receive $4.38 billion under the Democrats’ pork-filled coronavirus relief bill.Steven Camarota is the director of research at the Center for Immigration Studies, a nonpartisan think tank.He said the left-wing talking point that illegal immigrants won’t receive stimulus checks because they don’t have Social Security numbers is false.",0.2156
1853,Year to DateShot & Killed: 91Shot & Wounded: 372Total Shot: 463Total Homicides: 96in just chicongoMake America's Streets Safe Againfor kids,-0.1906
1854,Cisco making lots of acquisitions. Getting rid of the cash...,-0.1909
1855,last year at this time they said fredo would be a great president now he will be lucky to get a job at walmart snicker,0.8619
1856,"H2SO4, the result of passing wind. LOL",0.6147
1857,"Initiated as Buy at MKM Partners, price target $61.",0.1685
1858,"I don't see how pointing out that, in reality, Obama outperformed DJT is 'i know you are""lol",0.1533
1859,Campaign aids increasingly concerned Trump will be unwilling to spend the billion dollars in his Campaign Chest because he views it as his own.,-0.2398
1860,"Would buying in at 52.57 be too high? Nice dividend, future earnings and current financials look great as well. Just don't want to get in too late!",0.9142
1861,2.5 years and Trump has already added $5 Trillion in debt FweediieBut Obama has towered over Trump in terms of economic gains.Have a great day!,0.1195
1862,Does black face Jimmy Kimmel approve of Joe's stock market?,0.0634
1863,Today's rally is pure manipulation. No true wealth creation at all. Joe is very ashamed according to sources.,0.5852
1864,"White House Press Secretary Stephanie Grisham Confirms Televised Briefings are no longer ""you'll have to get your news and updates from Trump's Twitter page"" - she told the Press LOL",0.7961
1865,President Trump keeps winning winning another update in the market just like Trump’s approval rating https://www.marketwatch.com/story/api-data-reportedly-show-a-drop-in-us-crude-supplies-along-with-a-big-climb-in-gasoline-2019-01-03,0.9129
1866,we answered that alreadyI listed just a few of them now list Trump's as we asked what campaign promise has he accomplished . ? LOL,0.9208
1867,Higher gas prices basically eats away at the stimmy checks.,0.2326
1868,"If you stack $1.9 trillion dollars the stack is over 128,945 miles high",0.1644
1869,"Economy and Jobs are growing MUCH faster than anyone (except me!) expected. Job growth is biggest in history. China Virus Mortality Rate is among the LOWEST of any country. Shaping up for a good third quarter, and a great next year! NASDAQ at new record high, 401k’s way up!!!!",0.9571
1870,"Reporter who says Cuomo intimidated, bullied her broke down when others came forward",-0.8839
1871,test,-0.1245
1872,"$CSCO $WIMI $BA Science and technology company ，invent something, make me rich.",0.7624
1873,Volume coming in. MACD and RSI are triggering bullish signal. http://www.foxchart.com/share/304087933.png,0.5626
1874,The criminal investigation is underway and at least one top Obama-era official has admitted that the conspiracy goes all the way to the top. Former President Barack Obama very well may be implicated in these proceedings before it is all said and done.Former Director of National Intelligence James Clapper admitted on CNN that Obama called for the Intelligence Community Assessment (ICA) that was arranged by former FBI agent Peter Strzok in Jan. 2017 shortly before President Trump took office. This is what kicked off the entire farce that has been a stain on US democracy and political discourse for nearly three years now.Obummer will look good in Stripes.,0.8293
1875,When the Levee Breaks ......,-0.2297
1876,"someone tell Trump's buddy , Harvey, that he just had due process",0.4776
1877,America is rejoicing.The Con Man is RETIRED!!,0.1808
1878,Rafael your CAPS lock is on. Just saying. lolz.,0.6281
1879,Always wondered why those new C02 powered bb guns haven't caught on.,0.3083
1880,"Democrats made deals with the devil, in order to get votes from their far left, socialist friends.They are already demanding repayments. Just look at the mess at the border.- Thy Willby Dunn",-0.6784
1881,Our CIC refuses to allow Texas Department of Public Safety personnel to interview the migrants who are flowing across our southern border. It may slow down the process of releasing them into the general population. - Thy Willby Dunn,0.2707
1882,https://gellerreport.com/2020/01/jobs-jobs-jobs.html/DT will be on Mt Rushmore,-0.0554
1883,Well after CSCO made its double bottom on 10-26-20 the algorithms using historical prices and charting are calculating that CSCO will be breaking the last high of $58 dollars and change. And research firms are currently upgrading CSCO with price targets in the 50 - 55 dollar range. These targets are based on increased Cap Ex spending and a recovering economy. This is great for CSCO stock value. Looking forward to seeing this stock above $50. Holding long and strong.,0.9594
1884,Just loving' the all time high marketsGood time to buy,0.7774
1885,People are ecstatic over the $1400 Covid Relief Check.,0.7467
1886,"Covid is subsiding, and the Vaccine rollout is gaining momentum. Green shoots are appearing everywhere. We should be back, only better by Summer",0.9385
1887,7 days ago mares$CSCO conversationGood Lord the Markets LOVE this Dem win!Checkmate!,0.7267
1888,Those complaining about income inequality will spend the 1400On booze drugs and and 300.00 tennis shoes while using their EBT cards at Walmart,0.3612
1889,VZ is selling Yahoo.,0.098
1890,"If Libtirds would lay off the tofu and soy milk, they might become normal again.",0.1725
1891,"90% of homes have internet, the other 10 don't really care, they have it on their phones100% of businesses have itsowhere do you plan to go from there?",0.281
